vehicle,euroname,euroclass,technology,proportion,sourceCell,userCell,poltype,year,area
E85 Bioethanol Car,6Euro 5,5,Standard,0.19231159212860377,B247,D247,NOx,2022,Northern Ireland
E85 Bioethanol Car,7Euro 6,6,Standard,0.12216066287974425,B248,D248,NOx,2022,Northern Ireland
E85 Bioethanol Car,7Euro 6c,6,c,0.6184269885955186,B249,D249,NOx,2022,Northern Ireland
LPG Car,2Euro 1,1,Standard,0.0,B252,D252,NOx,2022,Northern Ireland
LPG Car,3Euro 2,2,Standard,0.0,B253,D253,NOx,2022,Northern Ireland
LPG Car,4Euro 3,3,Standard,0.009508254764864924,B254,D254,NOx,2022,Northern Ireland
LPG Car,5Euro 4,4,Standard,0.05754326860154675,B255,D255,NOx,2022,Northern Ireland
LPG Car,6Euro 5,5,Standard,0.19217048966061998,B256,D256,NOx,2022,Northern Ireland
LPG Car,7Euro 6,6,Standard,0.7407779869729684,B257,D257,NOx,2022,Northern Ireland
Full Hybrid Petrol LGV,5Euro 4,4,Standard,0.05561798625195721,B261,D261,NOx,2022,Northern Ireland
Full Hybrid Petrol LGV,6Euro 5,5,Standard,0.17040781783040918,B262,D262,NOx,2022,Northern Ireland
Full Hybrid Petrol LGV,7Euro 6,6,Standard,0.134328097949636,B263,D263,NOx,2022,Northern Ireland
Full Hybrid Petrol LGV,7Euro 6c,6,c,0.6396460979679977,B264,D264,NOx,2022,Northern Ireland
Plug-In Hybrid Petrol LGV,1Pre-Euro 1,0,Standard,0.0,B267,D267,NOx,2022,Northern Ireland
Plug-In Hybrid Petrol LGV,6Euro 5,5,Standard,0.18074192975844752,B268,D268,NOx,2022,Northern Ireland
Plug-In Hybrid Petrol LGV,7Euro 6,6,Standard,0.14218739963928784,B269,D269,NOx,2022,Northern Ireland
Plug-In Hybrid Petrol LGV,7Euro 6c,6,c,0.6770706706022647,B270,D270,NOx,2022,Northern Ireland
E85 Bioethanol LGV,1Pre-Euro 1,0,Standard,0.0,B278,D278,NOx,2022,Northern Ireland
E85 Bioethanol LGV,2Euro 1,1,Standard,0.0,B279,D279,NOx,2022,Northern Ireland
E85 Bioethanol LGV,3Euro 2,2,Standard,0.0,B280,D280,NOx,2022,Northern Ireland
E85 Bioethanol LGV,4Euro 3,3,Standard,0.017450987630180145,B281,D281,NOx,2022,Northern Ireland
E85 Bioethanol LGV,5Euro 4,4,Standard,0.05473267515991449,B282,D282,NOx,2022,Northern Ireland
E85 Bioethanol LGV,6Euro 5,5,Standard,0.16769531524873274,B283,D283,NOx,2022,Northern Ireland
E85 Bioethanol LGV,7Euro 6,6,Standard,0.13192379233072504,B284,D284,NOx,2022,Northern Ireland
E85 Bioethanol LGV,7Euro 6c,6,c,0.6281972296304474,B285,D285,NOx,2022,Northern Ireland
LPG LGV,2Euro 1,1,Standard,0.0,B288,D288,NOx,2022,Northern Ireland
LPG LGV,3Euro 2,2,Standard,0.0,B289,D289,NOx,2022,Northern Ireland
LPG LGV,4Euro 3,3,Standard,0.01742427142096059,B290,D290,NOx,2022,Northern Ireland
LPG LGV,5Euro 4,4,Standard,0.054648883363615855,B291,D291,NOx,2022,Northern Ireland
LPG LGV,6Euro 5,5,Standard,0.1674385857602785,B292,D292,NOx,2022,Northern Ireland
LPG LGV,7Euro 6,6,Standard,0.760488259455145,B293,D293,NOx,2022,Northern Ireland
B100 Rigid HGV,4Euro III,3,Standard,0.014520435463546614,B297,D297,NOx,2022,Northern Ireland
B100 Rigid HGV,5Euro IV,4,Standard,0.016887537803757673,B298,D298,NOx,2022,Northern Ireland
B100 Rigid HGV,6Euro V_EGR,5,EGR,0.023536392429948,B299,D299,NOx,2022,Northern Ireland
B100 Rigid HGV,7Euro V_SCR,5,SCR,0.070609177289844,B300,D300,NOx,2022,Northern Ireland
B100 Rigid HGV,8Euro VI,6,Standard,0.8744464570129037,B301,D301,NOx,2022,Northern Ireland
B100 Rigid HGV,9Euro II SCRRF,2,SCR,0.0,B302,D302,NOx,2022,Northern Ireland
B100 Rigid HGV,10Euro III SCRRF,3,SCR,0.0,B303,D303,NOx,2022,Northern Ireland
B100 Rigid HGV,11Euro IV SCRRF,4,SCR,0.0,B304,D304,NOx,2022,Northern Ireland
B100 Rigid HGV,12Euro V EGR + SCRRF,5,EGR + SCRRF,0.0,B305,D305,NOx,2022,Northern Ireland
B100 Artic HGV,4Euro III,3,Standard,0.001467822421228749,B310,D310,NOx,2022,Northern Ireland
B100 Artic HGV,5Euro IV,4,Standard,0.002374306859341936,B311,D311,NOx,2022,Northern Ireland
B100 Artic HGV,6Euro V_EGR,5,EGR,0.008847270881419456,B312,D312,NOx,2022,Northern Ireland
B100 Artic HGV,7Euro V_SCR,5,SCR,0.026541812644258367,B313,D313,NOx,2022,Northern Ireland
B100 Artic HGV,8Euro VI,6,Standard,0.9607687871937515,B314,D314,NOx,2022,Northern Ireland
B100 Artic HGV,9Euro II SCRRF,2,SCR,0.0,B315,D315,NOx,2022,Northern Ireland
B100 Artic HGV,10Euro III SCRRF,3,SCR,0.0,B316,D316,NOx,2022,Northern Ireland
B100 Artic HGV,11Euro IV SCRRF,4,SCR,0.0,B317,D317,NOx,2022,Northern Ireland
B100 Artic HGV,12Euro V EGR + SCRRF,5,EGR + SCRRF,0.0,B318,D318,NOx,2022,Northern Ireland
Biodiesel Buses,2Euro I,1,Standard,0.0,B353,D353,NOx,2022,Northern Ireland
Biodiesel Buses,3Euro II,2,Standard,0.0,B354,D354,NOx,2022,Northern Ireland
Biodiesel Buses,4Euro III,3,Standard,0.03907362290018478,B355,D355,NOx,2022,Northern Ireland
Biodiesel Buses,5Euro IV,4,Standard,0.03144249792481536,B356,D356,NOx,2022,Northern Ireland
Biodiesel Buses,6Euro V_EGR,5,EGR,0.03443148654496692,B357,D357,NOx,2022,Northern Ireland
Biodiesel Buses,7Euro V_SCR,5,SCR,0.10329445963490076,B358,D358,NOx,2022,Northern Ireland
Biodiesel Buses,8Euro VI,6,Standard,0.7917579329951322,B359,D359,NOx,2022,Northern Ireland
Biodiesel Buses,9Euro II SCRRF,2,SCR,0.0,B360,D360,NOx,2022,Northern Ireland
Biodiesel Buses,10Euro III SCRRF,3,SCR,0.0,B361,D361,NOx,2022,Northern Ireland
Biodiesel Buses,11Euro IV SCRRF,4,SCR,0.0,B362,D362,NOx,2022,Northern Ireland
Biodiesel Buses,12Euro V EGR + SCRRF,5,EGR + SCRRF,0.0,B363,D363,NOx,2022,Northern Ireland
Biodiesel Coaches,2Euro I,1,Standard,0.0,B367,D367,NOx,2022,Northern Ireland
Biodiesel Coaches,3Euro II,2,Standard,0.0,B368,D368,NOx,2022,Northern Ireland
Biodiesel Coaches,4Euro III,3,Standard,0.03907362290018478,B369,D369,NOx,2022,Northern Ireland
Biodiesel Coaches,5Euro IV,4,Standard,0.03144249792481536,B370,D370,NOx,2022,Northern Ireland
Biodiesel Coaches,6Euro V_EGR,5,EGR,0.03443148654496692,B371,D371,NOx,2022,Northern Ireland
Biodiesel Coaches,7Euro V_SCR,5,SCR,0.10329445963490076,B372,D372,NOx,2022,Northern Ireland
Biodiesel Coaches,8Euro VI,6,Standard,0.7917579329951322,B373,D373,NOx,2022,Northern Ireland
Biodiesel Coaches,9Euro II SCRRF,2,SCR,0.0,B374,D374,NOx,2022,Northern Ireland
Biodiesel Coaches,10Euro III SCRRF,3,SCR,0.0,B375,D375,NOx,2022,Northern Ireland
Biodiesel Coaches,11Euro IV SCRRF,4,SCR,0.0,B376,D376,NOx,2022,Northern Ireland
Biodiesel Coaches,12Euro V EGR + SCRRF,5,EGR + SCRRF,0.0,B377,D377,NOx,2022,Northern Ireland
Motorcycle - 0-50cc,1_Pre-Euro 1,0,Standard,0.0,C177,D177,NOx,2022,Northern Ireland
Motorcycle - 0-50cc,1Euro 1,1,Standard,0.006479183913643293,C178,D178,NOx,2022,Northern Ireland
Motorcycle - 0-50cc,1Euro 2,2,Standard,0.028996820816187097,C179,D179,NOx,2022,Northern Ireland
Motorcycle - 0-50cc,1Euro 3,3,Standard,0.35749081185684106,C180,D180,NOx,2022,Northern Ireland
Motorcycle - 0-50cc,1Euro 4,4,Standard,0.24268798995573118,C181,D181,NOx,2022,Northern Ireland
Motorcycle - 0-50cc,1Euro 5,5,Standard,0.3643451934575973,C182,D182,NOx,2022,Northern Ireland
Motorcycle - 2-stroke - 50-100cc,2Pre-Euro 1,0,Standard,0.0,C183,D183,NOx,2022,Northern Ireland
Motorcycle - 2-stroke - 50-100cc,2Euro 1,1,Standard,0.00337068655120916,C184,D184,NOx,2022,Northern Ireland
Motorcycle - 2-stroke - 50-100cc,2Euro 2,2,Standard,0.0171018596854491,C185,D185,NOx,2022,Northern Ireland
Motorcycle - 2-stroke - 50-100cc,2Euro 3,3,Standard,0.2954207087938808,C186,D186,NOx,2022,Northern Ireland
Motorcycle - 2-stroke - 50-100cc,2Euro 4,4,Standard,0.3287735025815123,C187,D187,NOx,2022,Northern Ireland
Motorcycle - 2-stroke - 50-100cc,2Euro 5,5,Standard,0.3553332423879486,C188,D188,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 50-150cc,4Pre-Euro 1,0,Standard,0.0,C189,D189,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 50-150cc,4Euro 1,1,Standard,0.00337068655120916,C190,D190,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 50-150cc,4Euro 2,2,Standard,0.0171018596854491,C191,D191,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 50-150cc,4Euro 3,3,Standard,0.2954207087938808,C192,D192,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 50-150cc,4Euro 4,4,Standard,0.3287735025815123,C193,D193,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 50-150cc,4Euro 5,5,Standard,0.3553332423879486,C194,D194,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 150-250cc,5Pre-Euro 1,0,Standard,0.0,C195,D195,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 150-250cc,5Euro 1,1,Standard,0.006042692079485467,C196,D196,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 150-250cc,5Euro 2,2,Standard,0.026292118102574473,C197,D197,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 150-250cc,5Euro 3,3,Standard,0.318824630518757,C198,D198,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 150-250cc,5Euro 4,4,Standard,0.33650758294312616,C199,D199,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 150-250cc,5Euro 5,5,Standard,0.312332976356057,C200,D200,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 250-750cc,6Pre-Euro 1,0,Standard,0.0,C201,D201,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 250-750cc,6Euro 1,1,Standard,0.014666841137396972,C202,D202,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 250-750cc,6Euro 2,2,Standard,0.06573208319474981,C203,D203,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 250-750cc,6Euro 3,3,Standard,0.4064569366709243,C204,D204,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 250-750cc,6Euro 4,4,Standard,0.27674917224491,C205,D205,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - 250-750cc,6Euro 5,5,Standard,0.23639496675201896,C206,D206,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - >750-cc,7Pre-Euro 1,0,Standard,0.0,C207,D207,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - >750-cc,7Euro 1,1,Standard,0.01302308014563953,C208,D208,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - >750-cc,7Euro 2,2,Standard,0.05484866676389814,C209,D209,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - >750-cc,7Euro 3,3,Standard,0.42064631786073076,C210,D210,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - >750-cc,7Euro 4,4,Standard,0.2904612057559275,C211,D211,NOx,2022,Northern Ireland
Motorcycle - 4-stroke - >750-cc,7Euro 5,5,Standard,0.22102072947380402,C212,D212,NOx,2022,Northern Ireland
Hybrid Buses - Single Decker,6Euro V_EGR,5,EGR,0.1969741271020162,C325,D325,NOx,2022,Northern Ireland
Hybrid Buses - Single Decker,7Euro V_SCR,5,SCR,0.5909223813060487,C326,D326,NOx,2022,Northern Ireland
Hybrid Buses - Single Decker,8Euro VI,6,Standard,0.21210349159193506,C327,D327,NOx,2022,Northern Ireland
Hybrid Buses - Single Decker,5Euro IV,4,Standard,0.0,C328,D328,NOx,2022,Northern Ireland
Hybrid Buses - Double Decker,6Euro V_EGR,5,EGR,0.1969741271020162,C329,D329,NOx,2022,Northern Ireland
Hybrid Buses - Double Decker,7Euro V_SCR,5,SCR,0.5909223813060487,C330,D330,NOx,2022,Northern Ireland
Hybrid Buses - Double Decker,8Euro VI,6,Standard,0.21210349159193506,C331,D331,NOx,2022,Northern Ireland
Hybrid Buses - Double Decker,5Euro IV,4,Standard,0.0,C332,D332,NOx,2022,Northern Ireland
Hybrid Buses - Articulated,6Euro V_EGR,5,EGR,0.1969741271020162,C333,D333,NOx,2022,Northern Ireland
Hybrid Buses - Articulated,7Euro V_SCR,5,SCR,0.5909223813060487,C334,D334,NOx,2022,Northern Ireland
Hybrid Buses - Articulated,8Euro VI,6,Standard,0.21210349159193506,C335,D335,NOx,2022,Northern Ireland
Petrol Car,1Pre-Euro 1,0,Standard,0.0,I69,K69,PM,2022,Northern Ireland
Petrol Car,2Euro 1,1,Standard,0.0,I70,K70,PM,2022,Northern Ireland
Petrol Car,3Euro 2,2,Standard,0.0,I71,K71,PM,2022,Northern Ireland
Petrol Car,4Euro 3,3,Standard,0.009515236264552576,I72,K72,PM,2022,Northern Ireland
Petrol Car,5Euro 4,4,Standard,0.05758552013158069,I73,K73,PM,2022,Northern Ireland
Petrol Car,6Euro 5,5,Standard,0.19231159212860377,I74,K74,PM,2022,Northern Ireland
Petrol Car,7Euro 6,6,Standard,0.12216066287974425,I75,K75,PM,2022,Northern Ireland
Petrol Car,7Euro 6c,6,c,0.6184269885955186,I76,K76,PM,2022,Northern Ireland
Diesel Car,1Pre-Euro 1,0,Standard,0.0,I79,K79,PM,2022,Northern Ireland
Diesel Car,2Euro 1,1,Standard,0.0,I80,K80,PM,2022,Northern Ireland
Diesel Car,3Euro 2,2,Standard,0.0,I81,K81,PM,2022,Northern Ireland
Diesel Car,4Euro 3,3,Standard,0.004352890193213221,I82,K82,PM,2022,Northern Ireland
Diesel Car,5Euro 4,4,Standard,0.0392026436090674,I83,K83,PM,2022,Northern Ireland
Diesel Car,6Euro 5,5,Standard,0.2275560597399217,I84,K84,PM,2022,Northern Ireland
Diesel Car,7Euro 6,6,Standard,0.7181023121408399,I85,K85,PM,2022,Northern Ireland
Diesel Car,8Euro 3 DPF,3,DPF,0.0009854334146908944,I86,K86,PM,2022,Northern Ireland
Diesel Car,9Euro 4 DPF,4,DPF,0.00980066090226685,I87,K87,PM,2022,Northern Ireland
Petrol LGV,1Pre-Euro 1,0,Standard,0.0,I91,K91,PM,2022,Northern Ireland
Petrol LGV,2Euro 1,1,Standard,0.0,I92,K92,PM,2022,Northern Ireland
Petrol LGV,3Euro 2,2,Standard,0.0,I93,K93,PM,2022,Northern Ireland
Petrol LGV,4Euro 3,3,Standard,0.017450987630180145,I94,K94,PM,2022,Northern Ireland
Petrol LGV,5Euro 4,4,Standard,0.05473267515991449,I95,K95,PM,2022,Northern Ireland
Petrol LGV,6Euro 5,5,Standard,0.16769531524873274,I96,K96,PM,2022,Northern Ireland
Petrol LGV,7Euro 6,6,Standard,0.13192379233072504,I97,K97,PM,2022,Northern Ireland
Petrol LGV,7Euro 6c,6,c,0.6281972296304474,I98,K98,PM,2022,Northern Ireland
Diesel LGV,1Pre-Euro 1,0,Standard,0.0,I101,K101,PM,2022,Northern Ireland
Diesel LGV,2Euro 1,1,Standard,0.0,I102,K102,PM,2022,Northern Ireland
Diesel LGV,3Euro 2,2,Standard,0.0,I103,K103,PM,2022,Northern Ireland
Diesel LGV,4Euro 3,3,Standard,0.007249394599728492,I104,K104,PM,2022,Northern Ireland
Diesel LGV,5Euro 4,4,Standard,0.049521335096537264,I105,K105,PM,2022,Northern Ireland
Diesel LGV,6Euro 5,5,Standard,0.17854309508395624,I106,K106,PM,2022,Northern Ireland
Diesel LGV,7Euro 6,6,Standard,0.764686175219778,I107,K107,PM,2022,Northern Ireland
Diesel LGV,8Euro 1 DPFRF,1,DPF,0.0,I108,K108,PM,2022,Northern Ireland
Diesel LGV,9Euro 2 DPFRF,2,DPF,0.0,I109,K109,PM,2022,Northern Ireland
Diesel LGV,10Euro 3 DPFRF,3,DPF,0.0,I110,K110,PM,2022,Northern Ireland
Rigid HGV,1Pre-Euro I,0,Standard,0.0,I114,K114,PM,2022,Northern Ireland
Rigid HGV,2Euro I,1,Standard,0.0,I115,K115,PM,2022,Northern Ireland
Rigid HGV,3Euro II,2,Standard,0.0,I116,K116,PM,2022,Northern Ireland
Rigid HGV,4Euro III,3,Standard,0.014520435463546614,I117,K117,PM,2022,Northern Ireland
Rigid HGV,5Euro IV,4,Standard,0.016887537803757673,I118,K118,PM,2022,Northern Ireland
Rigid HGV,6Euro V_EGR,5,EGR,0.023536392429948,I119,K119,PM,2022,Northern Ireland
Rigid HGV,7Euro V_SCR,5,SCR,0.070609177289844,I120,K120,PM,2022,Northern Ireland
Rigid HGV,8Euro VI,6,Standard,0.8744464570129037,I121,K121,PM,2022,Northern Ireland
Rigid HGV,9Euro I DPFRF,1,DPF,0.0,I122,K122,PM,2022,Northern Ireland
Rigid HGV,10 Euro II DPFRF,2,DPF,0.0,I123,K123,PM,2022,Northern Ireland
Rigid HGV,11 Euro III DPFRF,3,DPF,0.0,I124,K124,PM,2022,Northern Ireland
Rigid HGV,12 Euro IV DPFRF,4,DPF,0.0,I125,K125,PM,2022,Northern Ireland
Artic HGV,1Pre-Euro I,0,Standard,0.0,I130,K130,PM,2022,Northern Ireland
Artic HGV,2Euro I,1,Standard,0.0,I131,K131,PM,2022,Northern Ireland
Artic HGV,3Euro II,2,Standard,0.0,I132,K132,PM,2022,Northern Ireland
Artic HGV,4Euro III,3,Standard,0.001467822421228749,I133,K133,PM,2022,Northern Ireland
Artic HGV,5Euro IV,4,Standard,0.002374306859341936,I134,K134,PM,2022,Northern Ireland
Artic HGV,6Euro V_EGR,5,EGR,0.008847270881419456,I135,K135,PM,2022,Northern Ireland
Artic HGV,7Euro V_SCR,5,SCR,0.026541812644258367,I136,K136,PM,2022,Northern Ireland
Artic HGV,8Euro VI,6,Standard,0.9607687871937515,I137,K137,PM,2022,Northern Ireland
Artic HGV,9Euro I DPFRF,1,DPF,0.0,I138,K138,PM,2022,Northern Ireland
Artic HGV,10 Euro II DPFRF,2,DPF,0.0,I139,K139,PM,2022,Northern Ireland
Artic HGV,11 Euro III DPFRF,3,DPF,0.0,I140,K140,PM,2022,Northern Ireland
Artic HGV,12 Euro IV DPFRF,4,DPF,0.0,I141,K141,PM,2022,Northern Ireland
Buses,1Pre-Euro I,0,Standard,0.0,I146,K146,PM,2022,Northern Ireland
Buses,2Euro I,1,Standard,0.0,I147,K147,PM,2022,Northern Ireland
Buses,3Euro II,2,Standard,0.0,I148,K148,PM,2022,Northern Ireland
Buses,4Euro III,3,Standard,0.039073622900184776,I149,K149,PM,2022,Northern Ireland
Buses,5Euro IV,4,Standard,0.031442497924815356,I150,K150,PM,2022,Northern Ireland
Buses,6Euro V_EGR,5,EGR,0.034431486544966916,I151,K151,PM,2022,Northern Ireland
Buses,7Euro V_SCR,5,SCR,0.10329445963490075,I152,K152,PM,2022,Northern Ireland
Buses,8Euro VI,6,Standard,0.7917579329951321,I153,K153,PM,2022,Northern Ireland
Buses,9Euro I DPFRF,1,DPF,0.0,I154,K154,PM,2022,Northern Ireland
Buses,10 Euro II DPFRF,2,DPF,0.0,I155,K155,PM,2022,Northern Ireland
Buses,11 Euro III DPFRF,3,DPF,0.0,I156,K156,PM,2022,Northern Ireland
Buses,12 Euro IV DPFRF,4,DPF,0.0,I157,K157,PM,2022,Northern Ireland
Coaches,1Pre-Euro I,0,Standard,0.0,I161,K161,PM,2022,Northern Ireland
Coaches,2Euro I,1,Standard,0.0,I162,K162,PM,2022,Northern Ireland
Coaches,3Euro II,2,Standard,0.0,I163,K163,PM,2022,Northern Ireland
Coaches,4Euro III,3,Standard,0.039073622900184776,I164,K164,PM,2022,Northern Ireland
Coaches,5Euro IV,4,Standard,0.031442497924815356,I165,K165,PM,2022,Northern Ireland
Coaches,6Euro V_EGR,5,EGR,0.034431486544966916,I166,K166,PM,2022,Northern Ireland
Coaches,7Euro V_SCR,5,SCR,0.10329445963490075,I167,K167,PM,2022,Northern Ireland
Coaches,8Euro VI,6,Standard,0.7917579329951321,I168,K168,PM,2022,Northern Ireland
Coaches,9Euro I DPFRF,1,DPF,0.0,I169,K169,PM,2022,Northern Ireland
Coaches,10 Euro II DPFRF,2,DPF,0.0,I170,K170,PM,2022,Northern Ireland
Coaches,11 Euro III DPFRF,3,DPF,0.0,I171,K171,PM,2022,Northern Ireland
Coaches,12 Euro IV DPFRF,4,DPF,0.0,I172,K172,PM,2022,Northern Ireland
Full Hybrid Petrol Car,1Pre-Euro 1,0,Standard,0.0,I218,K218,PM,2022,Northern Ireland
Full Hybrid Petrol Car,4Euro 3,3,Standard,0.0001866241039456598,I219,K219,PM,2022,Northern Ireland
Full Hybrid Petrol Car,5Euro 4,4,Standard,0.01043692134487675,I220,K220,PM,2022,Northern Ireland
Full Hybrid Petrol Car,6Euro 5,5,Standard,0.06773313493925602,I221,K221,PM,2022,Northern Ireland
Full Hybrid Petrol Car,7Euro 6,6,Standard,0.0811079238666091,I222,K222,PM,2022,Northern Ireland
Full Hybrid Petrol Car,7Euro 6c,6,c,0.8405353957453126,I223,K223,PM,2022,Northern Ireland
Plugin Hybrid Petrol Car,1Pre-Euro 1,0,Standard,0.0,I226,K226,PM,2022,Northern Ireland
Plugin Hybrid Petrol Car,6Euro 5,5,Standard,0.052483520441219074,I227,K227,PM,2022,Northern Ireland
Plugin Hybrid Petrol Car,7Euro 6,6,Standard,0.09227563414034805,I228,K228,PM,2022,Northern Ireland
Plugin Hybrid Petrol Car,7Euro 6c,6,c,0.8552408454184329,I229,K229,PM,2022,Northern Ireland
Full Diesel Hybrid Car,5Euro 4,4,Standard,0.0,I231,K231,PM,2022,Northern Ireland
Full Diesel Hybrid Car,6Euro 5,5,Standard,0.010696875252704467,I232,K232,PM,2022,Northern Ireland
Full Diesel Hybrid Car,7Euro 6,6,Standard,0.9893031247472954,I233,K233,PM,2022,Northern Ireland
E85 Bioethanol Car,1Pre-Euro 1,0,Standard,0.0,I242,K242,PM,2022,Northern Ireland
E85 Bioethanol Car,2Euro 1,1,Standard,0.0,I243,K243,PM,2022,Northern Ireland
E85 Bioethanol Car,3Euro 2,2,Standard,0.0,I244,K244,PM,2022,Northern Ireland
E85 Bioethanol Car,4Euro 3,3,Standard,0.009515236264552576,I245,K245,PM,2022,Northern Ireland
E85 Bioethanol Car,5Euro 4,4,Standard,0.05758552013158069,I246,K246,PM,2022,Northern Ireland
E85 Bioethanol Car,6Euro 5,5,Standard,0.19231159212860377,I247,K247,PM,2022,Northern Ireland
E85 Bioethanol Car,7Euro 6,6,Standard,0.12216066287974425,I248,K248,PM,2022,Northern Ireland
E85 Bioethanol Car,7Euro 6c,6,c,0.6184269885955186,I249,K249,PM,2022,Northern Ireland
LPG Car,2Euro 1,1,Standard,0.0,I252,K252,PM,2022,Northern Ireland
LPG Car,3Euro 2,2,Standard,0.0,I253,K253,PM,2022,Northern Ireland
LPG Car,4Euro 3,3,Standard,0.009508254764864924,I254,K254,PM,2022,Northern Ireland
LPG Car,5Euro 4,4,Standard,0.05754326860154675,I255,K255,PM,2022,Northern Ireland
LPG Car,6Euro 5,5,Standard,0.19217048966061998,I256,K256,PM,2022,Northern Ireland
LPG Car,7Euro 6,6,Standard,0.7407779869729684,I257,K257,PM,2022,Northern Ireland
Full Hybrid Petrol LGV,5Euro 4,4,Standard,0.05561798625195721,I261,K261,PM,2022,Northern Ireland
Full Hybrid Petrol LGV,6Euro 5,5,Standard,0.17040781783040918,I262,K262,PM,2022,Northern Ireland
Full Hybrid Petrol LGV,7Euro 6,6,Standard,0.134328097949636,I263,K263,PM,2022,Northern Ireland
Full Hybrid Petrol LGV,7Euro 6c,6,c,0.6396460979679977,I264,K264,PM,2022,Northern Ireland
Plug-In Hybrid Petrol LGV,6Euro 5,5,Standard,0.18044373500306124,I267,K267,PM,2022,Northern Ireland
Plug-In Hybrid Petrol LGV,7Euro 6,6,Standard,0.14223915321779326,I268,K268,PM,2022,Northern Ireland
Plug-In Hybrid Petrol LGV,7Euro 6c,6,c,0.6773171117791456,I269,K269,PM,2022,Northern Ireland
E85 Bioethanol LGV,1Pre-Euro 1,0,Standard,0.0,I278,K278,PM,2022,Northern Ireland
E85 Bioethanol LGV,2Euro 1,1,Standard,0.0,I279,K279,PM,2022,Northern Ireland
E85 Bioethanol LGV,3Euro 2,2,Standard,0.0,I280,K280,PM,2022,Northern Ireland
E85 Bioethanol LGV,4Euro 3,3,Standard,0.017450987630180145,I281,K281,PM,2022,Northern Ireland
E85 Bioethanol LGV,5Euro 4,4,Standard,0.05473267515991449,I282,K282,PM,2022,Northern Ireland
E85 Bioethanol LGV,6Euro 5,5,Standard,0.16769531524873274,I283,K283,PM,2022,Northern Ireland
E85 Bioethanol LGV,7Euro 6,6,Standard,0.13192379233072504,I284,K284,PM,2022,Northern Ireland
E85 Bioethanol LGV,7Euro 6c,6,c,0.6281972296304474,I285,K285,PM,2022,Northern Ireland
LPG LGV,2Euro 1,1,Standard,0.0,I288,K288,PM,2022,Northern Ireland
LPG LGV,3Euro 2,2,Standard,0.0,I289,K289,PM,2022,Northern Ireland
LPG LGV,4Euro 3,3,Standard,0.01742427142096059,I290,K290,PM,2022,Northern Ireland
LPG LGV,5Euro 4,4,Standard,0.054648883363615855,I291,K291,PM,2022,Northern Ireland
LPG LGV,6Euro 5,5,Standard,0.1674385857602785,I292,K292,PM,2022,Northern Ireland
LPG LGV,7Euro 6,6,Standard,0.760488259455145,I293,K293,PM,2022,Northern Ireland
B100 Rigid HGV,3Euro II,2,Standard,0.0,I296,K296,PM,2022,Northern Ireland
B100 Rigid HGV,4Euro III,3,Standard,0.014520435463546614,I297,K297,PM,2022,Northern Ireland
B100 Rigid HGV,5Euro IV,4,Standard,0.016887537803757673,I298,K298,PM,2022,Northern Ireland
B100 Rigid HGV,6Euro V_EGR,5,EGR,0.023536392429948,I299,K299,PM,2022,Northern Ireland
B100 Rigid HGV,7Euro V_SCR,5,SCR,0.070609177289844,I300,K300,PM,2022,Northern Ireland
B100 Rigid HGV,8Euro VI,6,Standard,0.8744464570129037,I301,K301,PM,2022,Northern Ireland
B100 Rigid HGV,9Euro I DPFRF,1,DPF,0.0,I302,K302,PM,2022,Northern Ireland
B100 Rigid HGV,10 Euro II DPFRF,2,DPF,0.0,I303,K303,PM,2022,Northern Ireland
B100 Rigid HGV,11 Euro III DPFRF,3,DPF,0.0,I304,K304,PM,2022,Northern Ireland
B100 Rigid HGV,12 Euro IV DPFRF,4,DPF,0.0,I305,K305,PM,2022,Northern Ireland
B100 Artic HGV,3Euro II,2,Standard,0.0,I310,K310,PM,2022,Northern Ireland
B100 Artic HGV,4Euro III,3,Standard,0.001467822421228749,I311,K311,PM,2022,Northern Ireland
B100 Artic HGV,5Euro IV,4,Standard,0.002374306859341936,I312,K312,PM,2022,Northern Ireland
B100 Artic HGV,6Euro V_EGR,5,EGR,0.008847270881419456,I313,K313,PM,2022,Northern Ireland
