vehicle,euroname,euroclass,technology,proportion,sourceCell,userCell,poltype,year,area
Biodiesel Buses,8Euro VI,6,Standard,0.5796592100172367,B359,D359,NOx,2019,England (not London)
Biodiesel Buses,9Euro II SCRRF,2,SCR,0.0,B360,D360,NOx,2019,England (not London)
Biodiesel Buses,10Euro III SCRRF,3,SCR,0.0,B361,D361,NOx,2019,England (not London)
Biodiesel Buses,11Euro IV SCRRF,4,SCR,0.0,B362,D362,NOx,2019,England (not London)
Biodiesel Buses,12Euro V EGR + SCRRF,5,EGR + SCRRF,0.0,B363,D363,NOx,2019,England (not London)
Biodiesel Coaches,2Euro I,1,Standard,0.0,B367,D367,NOx,2019,England (not London)
Biodiesel Coaches,3Euro II,2,Standard,0.015791787758709364,B368,D368,NOx,2019,England (not London)
Biodiesel Coaches,4Euro III,3,Standard,0.07623650742016834,B369,D369,NOx,2019,England (not London)
Biodiesel Coaches,5Euro IV,4,Standard,0.07225627942267256,B370,D370,NOx,2019,England (not London)
Biodiesel Coaches,6Euro V_EGR,5,EGR,0.06401405384530325,B371,D371,NOx,2019,England (not London)
Biodiesel Coaches,7Euro V_SCR,5,SCR,0.19204216153590972,B372,D372,NOx,2019,England (not London)
Biodiesel Coaches,8Euro VI,6,Standard,0.5796592100172367,B373,D373,NOx,2019,England (not London)
Biodiesel Coaches,9Euro II SCRRF,2,SCR,0.0,B374,D374,NOx,2019,England (not London)
Biodiesel Coaches,10Euro III SCRRF,3,SCR,0.0,B375,D375,NOx,2019,England (not London)
Biodiesel Coaches,11Euro IV SCRRF,4,SCR,0.0,B376,D376,NOx,2019,England (not London)
Biodiesel Coaches,12Euro V EGR + SCRRF,5,EGR + SCRRF,0.0,B377,D377,NOx,2019,England (not London)
Motorcycle - 0-50cc,1_Pre-Euro 1,0,Standard,0.0,C177,D177,NOx,2019,England (not London)
Motorcycle - 0-50cc,1Euro 1,1,Standard,0.07185695918728144,C178,D178,NOx,2019,England (not London)
Motorcycle - 0-50cc,1Euro 2,2,Standard,0.04905223374803643,C179,D179,NOx,2019,England (not London)
Motorcycle - 0-50cc,1Euro 3,3,Standard,0.557038322985918,C180,D180,NOx,2019,England (not London)
Motorcycle - 0-50cc,1Euro 4,4,Standard,0.32205248407876413,C181,D181,NOx,2019,England (not London)
Motorcycle - 0-50cc,1Euro 5,5,Standard,0.0,C182,D182,NOx,2019,England (not London)
Motorcycle - 2-stroke - 50-100cc,2Pre-Euro 1,0,Standard,0.0,C183,D183,NOx,2019,England (not London)
Motorcycle - 2-stroke - 50-100cc,2Euro 1,1,Standard,0.03692718065568344,C184,D184,NOx,2019,England (not London)
Motorcycle - 2-stroke - 50-100cc,2Euro 2,2,Standard,0.03451410748357078,C185,D185,NOx,2019,England (not London)
Motorcycle - 2-stroke - 50-100cc,2Euro 3,3,Standard,0.4522026689479608,C186,D186,NOx,2019,England (not London)
Motorcycle - 2-stroke - 50-100cc,2Euro 4,4,Standard,0.47635604291278494,C187,D187,NOx,2019,England (not London)
Motorcycle - 2-stroke - 50-100cc,2Euro 5,5,Standard,0.0,C188,D188,NOx,2019,England (not London)
Motorcycle - 4-stroke - 50-150cc,4Pre-Euro 1,0,Standard,0.0,C189,D189,NOx,2019,England (not London)
Motorcycle - 4-stroke - 50-150cc,4Euro 1,1,Standard,0.03692718065568344,C190,D190,NOx,2019,England (not London)
Motorcycle - 4-stroke - 50-150cc,4Euro 2,2,Standard,0.03451410748357078,C191,D191,NOx,2019,England (not London)
Motorcycle - 4-stroke - 50-150cc,4Euro 3,3,Standard,0.4522026689479608,C192,D192,NOx,2019,England (not London)
Motorcycle - 4-stroke - 50-150cc,4Euro 4,4,Standard,0.47635604291278494,C193,D193,NOx,2019,England (not London)
Motorcycle - 4-stroke - 50-150cc,4Euro 5,5,Standard,0.0,C194,D194,NOx,2019,England (not London)
Motorcycle - 4-stroke - 150-250cc,5Pre-Euro 1,0,Standard,0.0,C195,D195,NOx,2019,England (not London)
Motorcycle - 4-stroke - 150-250cc,5Euro 1,1,Standard,0.06034771354053469,C196,D196,NOx,2019,England (not London)
Motorcycle - 4-stroke - 150-250cc,5Euro 2,2,Standard,0.0393786926507072,C197,D197,NOx,2019,England (not London)
Motorcycle - 4-stroke - 150-250cc,5Euro 3,3,Standard,0.47106081982299686,C198,D198,NOx,2019,England (not London)
Motorcycle - 4-stroke - 150-250cc,5Euro 4,4,Standard,0.42921277398576124,C199,D199,NOx,2019,England (not London)
Motorcycle - 4-stroke - 150-250cc,5Euro 5,5,Standard,0.0,C200,D200,NOx,2019,England (not London)
Motorcycle - 4-stroke - 250-750cc,6Pre-Euro 1,0,Standard,0.0,C201,D201,NOx,2019,England (not London)
Motorcycle - 4-stroke - 250-750cc,6Euro 1,1,Standard,0.14444181533646433,C202,D202,NOx,2019,England (not London)
Motorcycle - 4-stroke - 250-750cc,6Euro 2,2,Standard,0.08132751218913789,C203,D203,NOx,2019,England (not London)
Motorcycle - 4-stroke - 250-750cc,6Euro 3,3,Standard,0.4812007018813233,C204,D204,NOx,2019,England (not London)
Motorcycle - 4-stroke - 250-750cc,6Euro 4,4,Standard,0.29302997059307456,C205,D205,NOx,2019,England (not London)
Motorcycle - 4-stroke - 250-750cc,6Euro 5,5,Standard,0.0,C206,D206,NOx,2019,England (not London)
Motorcycle - 4-stroke - >750-cc,7Pre-Euro 1,0,Standard,0.0,C207,D207,NOx,2019,England (not London)
Motorcycle - 4-stroke - >750-cc,7Euro 1,1,Standard,0.10214152117475497,C208,D208,NOx,2019,England (not London)
Motorcycle - 4-stroke - >750-cc,7Euro 2,2,Standard,0.07590793402177018,C209,D209,NOx,2019,England (not London)
Motorcycle - 4-stroke - >750-cc,7Euro 3,3,Standard,0.5190967947475708,C210,D210,NOx,2019,England (not London)
Motorcycle - 4-stroke - >750-cc,7Euro 4,4,Standard,0.30285375005590404,C211,D211,NOx,2019,England (not London)
Motorcycle - 4-stroke - >750-cc,7Euro 5,5,Standard,0.0,C212,D212,NOx,2019,England (not London)
Hybrid Buses - Single Decker,6Euro V_EGR,5,EGR,0.20167016894705225,C325,D325,NOx,2019,England (not London)
Hybrid Buses - Single Decker,7Euro V_SCR,5,SCR,0.6050105068411568,C326,D326,NOx,2019,England (not London)
Hybrid Buses - Single Decker,8Euro VI,6,Standard,0.19331932421179093,C327,D327,NOx,2019,England (not London)
Hybrid Buses - Single Decker,5Euro IV,4,Standard,0.0,C328,D328,NOx,2019,England (not London)
Hybrid Buses - Double Decker,6Euro V_EGR,5,EGR,0.20167016894705225,C329,D329,NOx,2019,England (not London)
Hybrid Buses - Double Decker,7Euro V_SCR,5,SCR,0.6050105068411568,C330,D330,NOx,2019,England (not London)
Hybrid Buses - Double Decker,8Euro VI,6,Standard,0.19331932421179093,C331,D331,NOx,2019,England (not London)
Hybrid Buses - Double Decker,5Euro IV,4,Standard,0.0,C332,D332,NOx,2019,England (not London)
Hybrid Buses - Articulated,6Euro V_EGR,5,EGR,0.20167016894705225,C333,D333,NOx,2019,England (not London)
Hybrid Buses - Articulated,7Euro V_SCR,5,SCR,0.6050105068411568,C334,D334,NOx,2019,England (not London)
Hybrid Buses - Articulated,8Euro VI,6,Standard,0.19331932421179093,C335,D335,NOx,2019,England (not London)
Petrol Car,1Pre-Euro 1,0,Standard,0.0,I69,K69,PM,2019,England (not London)
Petrol Car,2Euro 1,1,Standard,0.0,I70,K70,PM,2019,England (not London)
Petrol Car,3Euro 2,2,Standard,0.002767841318373962,I71,K71,PM,2019,England (not London)
Petrol Car,4Euro 3,3,Standard,0.0457981113752556,I72,K72,PM,2019,England (not London)
Petrol Car,5Euro 4,4,Standard,0.15508267866960881,I73,K73,PM,2019,England (not London)
Petrol Car,6Euro 5,5,Standard,0.2796571797835735,I74,K74,PM,2019,England (not London)
Petrol Car,7Euro 6,6,Standard,0.1635523552203071,I75,K75,PM,2019,England (not London)
Petrol Car,7Euro 6c,6,c,0.35314183363288093,I76,K76,PM,2019,England (not London)
Diesel Car,1Pre-Euro 1,0,Standard,0.0,I79,K79,PM,2019,England (not London)
Diesel Car,2Euro 1,1,Standard,0.0,I80,K80,PM,2019,England (not London)
Diesel Car,3Euro 2,2,Standard,0.0005106372354460471,I81,K81,PM,2019,England (not London)
Diesel Car,4Euro 3,3,Standard,0.019504695068826697,I82,K82,PM,2019,England (not London)
Diesel Car,5Euro 4,4,Standard,0.10094958028221956,I83,K83,PM,2019,England (not London)
Diesel Car,6Euro 5,5,Standard,0.32080676292592286,I84,K84,PM,2019,England (not London)
Diesel Car,7Euro 6,6,Standard,0.5287337106666963,I85,K85,PM,2019,England (not London)
Diesel Car,8Euro 3 DPF,3,DPF,0.004257218750333647,I86,K86,PM,2019,England (not London)
Diesel Car,9Euro 4 DPF,4,DPF,0.02523739507055489,I87,K87,PM,2019,England (not London)
Petrol LGV,1Pre-Euro 1,0,Standard,0.0,I91,K91,PM,2019,England (not London)
Petrol LGV,2Euro 1,1,Standard,0.0,I92,K92,PM,2019,England (not London)
Petrol LGV,3Euro 2,2,Standard,0.01248088119458652,I93,K93,PM,2019,England (not London)
Petrol LGV,4Euro 3,3,Standard,0.06001844962824149,I94,K94,PM,2019,England (not London)
Petrol LGV,5Euro 4,4,Standard,0.1510134495114711,I95,K95,PM,2019,England (not London)
Petrol LGV,6Euro 5,5,Standard,0.2945567349255979,I96,K96,PM,2019,England (not London)
Petrol LGV,7Euro 6,6,Standard,0.21637107976788855,I97,K97,PM,2019,England (not London)
Petrol LGV,7Euro 6c,6,c,0.26555940497221453,I98,K98,PM,2019,England (not London)
Diesel LGV,1Pre-Euro 1,0,Standard,0.0,I101,K101,PM,2019,England (not London)
Diesel LGV,2Euro 1,1,Standard,0.0,I102,K102,PM,2019,England (not London)
Diesel LGV,3Euro 2,2,Standard,0.0038300551994333194,I103,K103,PM,2019,England (not London)
Diesel LGV,4Euro 3,3,Standard,0.023617967152749858,I104,K104,PM,2019,England (not London)
Diesel LGV,5Euro 4,4,Standard,0.12429243500604575,I105,K105,PM,2019,England (not London)
Diesel LGV,6Euro 5,5,Standard,0.29570472155503524,I106,K106,PM,2019,England (not London)
Diesel LGV,7Euro 6,6,Standard,0.552554821086736,I107,K107,PM,2019,England (not London)
Diesel LGV,8Euro 1 DPFRF,1,DPF,0.0,I108,K108,PM,2019,England (not London)
Diesel LGV,9Euro 2 DPFRF,2,DPF,0.0,I109,K109,PM,2019,England (not London)
Diesel LGV,10Euro 3 DPFRF,3,DPF,0.0,I110,K110,PM,2019,England (not London)
Rigid HGV,1Pre-Euro I,0,Standard,0.0,I114,K114,PM,2019,England (not London)
Rigid HGV,2Euro I,1,Standard,0.0,I115,K115,PM,2019,England (not London)
Rigid HGV,3Euro II,2,Standard,0.005606635449122969,I116,K116,PM,2019,England (not London)
Rigid HGV,4Euro III,3,Standard,0.044068167499341754,I117,K117,PM,2019,England (not London)
Rigid HGV,5Euro IV,4,Standard,0.047337018578233324,I118,K118,PM,2019,England (not London)
Rigid HGV,6Euro V_EGR,5,EGR,0.04852504035118577,I119,K119,PM,2019,England (not London)
Rigid HGV,7Euro V_SCR,5,SCR,0.14557512105355733,I120,K120,PM,2019,England (not London)
Rigid HGV,8Euro VI,6,Standard,0.7088880170685588,I121,K121,PM,2019,England (not London)
Rigid HGV,9Euro I DPFRF,1,DPF,0.0,I122,K122,PM,2019,England (not London)
Rigid HGV,10 Euro II DPFRF,2,DPF,0.0,I123,K123,PM,2019,England (not London)
Rigid HGV,11 Euro III DPFRF,3,DPF,0.0,I124,K124,PM,2019,England (not London)
Rigid HGV,12 Euro IV DPFRF,4,DPF,0.0,I125,K125,PM,2019,England (not London)
Artic HGV,1Pre-Euro I,0,Standard,0.0,I130,K130,PM,2019,England (not London)
Artic HGV,2Euro I,1,Standard,0.0,I131,K131,PM,2019,England (not London)
Artic HGV,3Euro II,2,Standard,0.0004128902614655725,I132,K132,PM,2019,England (not London)
Artic HGV,4Euro III,3,Standard,0.006476140506267771,I133,K133,PM,2019,England (not London)
Artic HGV,5Euro IV,4,Standard,0.010973141061909046,I134,K134,PM,2019,England (not London)
Artic HGV,6Euro V_EGR,5,EGR,0.031071759034919613,I135,K135,PM,2019,England (not London)
Artic HGV,7Euro V_SCR,5,SCR,0.09321527710475884,I136,K136,PM,2019,England (not London)
Artic HGV,8Euro VI,6,Standard,0.8578507920306792,I137,K137,PM,2019,England (not London)
Artic HGV,9Euro I DPFRF,1,DPF,0.0,I138,K138,PM,2019,England (not London)
Artic HGV,10 Euro II DPFRF,2,DPF,0.0,I139,K139,PM,2019,England (not London)
Artic HGV,11 Euro III DPFRF,3,DPF,0.0,I140,K140,PM,2019,England (not London)
Artic HGV,12 Euro IV DPFRF,4,DPF,0.0,I141,K141,PM,2019,England (not London)
Buses,1Pre-Euro I,0,Standard,0.0,I146,K146,PM,2019,England (not London)
Buses,2Euro I,1,Standard,0.0,I147,K147,PM,2019,England (not London)
Buses,3Euro II,2,Standard,0.015791787758709368,I148,K148,PM,2019,England (not London)
Buses,4Euro III,3,Standard,0.07623650742016835,I149,K149,PM,2019,England (not London)
Buses,5Euro IV,4,Standard,0.07225627942267257,I150,K150,PM,2019,England (not London)
Buses,6Euro V_EGR,5,EGR,0.06401405384530326,I151,K151,PM,2019,England (not London)
Buses,7Euro V_SCR,5,SCR,0.19204216153590978,I152,K152,PM,2019,England (not London)
Buses,8Euro VI,6,Standard,0.5796592100172369,I153,K153,PM,2019,England (not London)
Buses,9Euro I DPFRF,1,DPF,0.0,I154,K154,PM,2019,England (not London)
Buses,10 Euro II DPFRF,2,DPF,0.0,I155,K155,PM,2019,England (not London)
Buses,11 Euro III DPFRF,3,DPF,0.0,I156,K156,PM,2019,England (not London)
Buses,12 Euro IV DPFRF,4,DPF,0.0,I157,K157,PM,2019,England (not London)
Coaches,1Pre-Euro I,0,Standard,0.0,I161,K161,PM,2019,England (not London)
Coaches,2Euro I,1,Standard,0.0,I162,K162,PM,2019,England (not London)
Coaches,3Euro II,2,Standard,0.015791787758709368,I163,K163,PM,2019,England (not London)
Coaches,4Euro III,3,Standard,0.07623650742016835,I164,K164,PM,2019,England (not London)
Coaches,5Euro IV,4,Standard,0.07225627942267257,I165,K165,PM,2019,England (not London)
Coaches,6Euro V_EGR,5,EGR,0.06401405384530326,I166,K166,PM,2019,England (not London)
Coaches,7Euro V_SCR,5,SCR,0.19204216153590978,I167,K167,PM,2019,England (not London)
Coaches,8Euro VI,6,Standard,0.5796592100172369,I168,K168,PM,2019,England (not London)
Coaches,9Euro I DPFRF,1,DPF,0.0,I169,K169,PM,2019,England (not London)
Coaches,10 Euro II DPFRF,2,DPF,0.0,I170,K170,PM,2019,England (not London)
Coaches,11 Euro III DPFRF,3,DPF,0.0,I171,K171,PM,2019,England (not London)
Coaches,12 Euro IV DPFRF,4,DPF,0.0,I172,K172,PM,2019,England (not London)
Full Hybrid Petrol Car,1Pre-Euro 1,0,Standard,0.0,I218,K218,PM,2019,England (not London)
Full Hybrid Petrol Car,4Euro 3,3,Standard,0.0012045073861984207,I219,K219,PM,2019,England (not London)
Full Hybrid Petrol Car,5Euro 4,4,Standard,0.04055866910725131,I220,K220,PM,2019,England (not London)
Full Hybrid Petrol Car,6Euro 5,5,Standard,0.14910461288603724,I221,K221,PM,2019,England (not London)
Full Hybrid Petrol Car,7Euro 6,6,Standard,0.16833524555689677,I222,K222,PM,2019,England (not London)
Full Hybrid Petrol Car,7Euro 6c,6,c,0.6407969650636164,I223,K223,PM,2019,England (not London)
Plugin Hybrid Petrol Car,1Pre-Euro 1,0,Standard,0.0,I226,K226,PM,2019,England (not London)
Plugin Hybrid Petrol Car,6Euro 5,5,Standard,0.18112300368492137,I227,K227,PM,2019,England (not London)
Plugin Hybrid Petrol Car,7Euro 6,6,Standard,0.2731006803786951,I228,K228,PM,2019,England (not London)
Plugin Hybrid Petrol Car,7Euro 6c,6,c,0.5457763159363835,I229,K229,PM,2019,England (not London)
Full Diesel Hybrid Car,5Euro 4,4,Standard,0.0,I231,K231,PM,2019,England (not London)
Full Diesel Hybrid Car,6Euro 5,5,Standard,0.03854137250755077,I232,K232,PM,2019,England (not London)
Full Diesel Hybrid Car,7Euro 6,6,Standard,0.9614586274924493,I233,K233,PM,2019,England (not London)
E85 Bioethanol Car,1Pre-Euro 1,0,Standard,0.0,I242,K242,PM,2019,England (not London)
E85 Bioethanol Car,2Euro 1,1,Standard,0.0,I243,K243,PM,2019,England (not London)
E85 Bioethanol Car,3Euro 2,2,Standard,0.002767841318373962,I244,K244,PM,2019,England (not London)
E85 Bioethanol Car,4Euro 3,3,Standard,0.0457981113752556,I245,K245,PM,2019,England (not London)
E85 Bioethanol Car,5Euro 4,4,Standard,0.15508267866960881,I246,K246,PM,2019,England (not London)
E85 Bioethanol Car,6Euro 5,5,Standard,0.2796571797835735,I247,K247,PM,2019,England (not London)
E85 Bioethanol Car,7Euro 6,6,Standard,0.1635523552203071,I248,K248,PM,2019,England (not London)
E85 Bioethanol Car,7Euro 6c,6,c,0.35314183363288093,I249,K249,PM,2019,England (not London)
LPG Car,2Euro 1,1,Standard,0.0,I252,K252,PM,2019,England (not London)
LPG Car,3Euro 2,2,Standard,0.0023114345251564676,I253,K253,PM,2019,England (not London)
LPG Car,4Euro 3,3,Standard,0.045784124971104824,I254,K254,PM,2019,England (not London)
LPG Car,5Euro 4,4,Standard,0.15503531756768724,I255,K255,PM,2019,England (not London)
LPG Car,6Euro 5,5,Standard,0.27957177455440674,I256,K256,PM,2019,England (not London)
LPG Car,7Euro 6,6,Standard,0.5172973483816448,I257,K257,PM,2019,England (not London)
Full Hybrid Petrol LGV,5Euro 4,4,Standard,0.1626679597330913,I261,K261,PM,2019,England (not London)
Full Hybrid Petrol LGV,6Euro 5,5,Standard,0.31728924278555737,I262,K262,PM,2019,England (not London)
Full Hybrid Petrol LGV,7Euro 6,6,Standard,0.23348226596878324,I263,K263,PM,2019,England (not London)
Full Hybrid Petrol LGV,7Euro 6c,6,c,0.2865605315125681,I264,K264,PM,2019,England (not London)
Plug-In Hybrid Petrol LGV,6Euro 5,5,Standard,0.3789288209781366,I267,K267,PM,2019,England (not London)
Plug-In Hybrid Petrol LGV,7Euro 6,6,Standard,0.27884071639532415,I268,K268,PM,2019,England (not London)
Plug-In Hybrid Petrol LGV,7Euro 6c,6,c,0.3422304626265391,I269,K269,PM,2019,England (not London)
E85 Bioethanol LGV,1Pre-Euro 1,0,Standard,0.0,I278,K278,PM,2019,England (not London)
E85 Bioethanol LGV,2Euro 1,1,Standard,0.0,I279,K279,PM,2019,England (not London)
E85 Bioethanol LGV,3Euro 2,2,Standard,0.01248088119458652,I280,K280,PM,2019,England (not London)
E85 Bioethanol LGV,4Euro 3,3,Standard,0.06001844962824149,I281,K281,PM,2019,England (not London)
E85 Bioethanol LGV,5Euro 4,4,Standard,0.1510134495114711,I282,K282,PM,2019,England (not London)
E85 Bioethanol LGV,6Euro 5,5,Standard,0.2945567349255979,I283,K283,PM,2019,England (not London)
E85 Bioethanol LGV,7Euro 6,6,Standard,0.21637107976788855,I284,K284,PM,2019,England (not London)
E85 Bioethanol LGV,7Euro 6c,6,c,0.26555940497221453,I285,K285,PM,2019,England (not London)
LPG LGV,2Euro 1,1,Standard,0.0,I288,K288,PM,2019,England (not London)
LPG LGV,3Euro 2,2,Standard,0.01043930096568257,I289,K289,PM,2019,England (not London)
LPG LGV,4Euro 3,3,Standard,0.0600906061015326,I290,K290,PM,2019,England (not London)
LPG LGV,5Euro 4,4,Standard,0.15119500365030286,I291,K291,PM,2019,England (not London)
LPG LGV,6Euro 5,5,Standard,0.29491086197846494,I292,K292,PM,2019,England (not London)
LPG LGV,7Euro 6,6,Standard,0.48336422730401696,I293,K293,PM,2019,England (not London)
B100 Rigid HGV,3Euro II,2,Standard,0.00560663544912297,I296,K296,PM,2019,England (not London)
B100 Rigid HGV,4Euro III,3,Standard,0.04406816749934176,I297,K297,PM,2019,England (not London)
B100 Rigid HGV,5Euro IV,4,Standard,0.04733701857823333,I298,K298,PM,2019,England (not London)
B100 Rigid HGV,6Euro V_EGR,5,EGR,0.04852504035118578,I299,K299,PM,2019,England (not London)
B100 Rigid HGV,7Euro V_SCR,5,SCR,0.14557512105355735,I300,K300,PM,2019,England (not London)
B100 Rigid HGV,8Euro VI,6,Standard,0.7088880170685589,I301,K301,PM,2019,England (not London)
B100 Rigid HGV,9Euro I DPFRF,1,DPF,0.0,I302,K302,PM,2019,England (not London)
B100 Rigid HGV,10 Euro II DPFRF,2,DPF,0.0,I303,K303,PM,2019,England (not London)
B100 Rigid HGV,11 Euro III DPFRF,3,DPF,0.0,I304,K304,PM,2019,England (not London)
B100 Rigid HGV,12 Euro IV DPFRF,4,DPF,0.0,I305,K305,PM,2019,England (not London)
B100 Artic HGV,3Euro II,2,Standard,0.0004128902614655725,I310,K310,PM,2019,England (not London)
B100 Artic HGV,4Euro III,3,Standard,0.006476140506267771,I311,K311,PM,2019,England (not London)
B100 Artic HGV,5Euro IV,4,Standard,0.010973141061909046,I312,K312,PM,2019,England (not London)
B100 Artic HGV,6Euro V_EGR,5,EGR,0.031071759034919613,I313,K313,PM,2019,England (not London)
B100 Artic HGV,7Euro V_SCR,5,SCR,0.09321527710475884,I314,K314,PM,2019,England (not London)
B100 Artic HGV,8Euro VI,6,Standard,0.8578507920306792,I315,K315,PM,2019,England (not London)
B100 Artic HGV,9Euro I DPFRF,1,DPF,0.0,I316,K316,PM,2019,England (not London)
B100 Artic HGV,10 Euro II DPFRF,2,DPF,0.0,I317,K317,PM,2019,England (not London)
B100 Artic HGV,11 Euro III DPFRF,3,DPF,0.0,I318,K318,PM,2019,England (not London)
B100 Artic HGV,12 Euro IV DPFRF,4,DPF,0.0,I319,K319,PM,2019,England (not London)
Biodiesel Buses,3Euro II,2,Standard,0.015791787758709364,I355,K355,PM,2019,England (not London)
Biodiesel Buses,4Euro III,3,Standard,0.07623650742016834,I356,K356,PM,2019,England (not London)
Biodiesel Buses,5Euro IV,4,Standard,0.07225627942267256,I357,K357,PM,2019,England (not London)
Biodiesel Buses,6Euro V_EGR,5,EGR,0.06401405384530325,I358,K358,PM,2019,England (not London)
Biodiesel Buses,7Euro V_SCR,5,SCR,0.19204216153590972,I359,K359,PM,2019,England (not London)
Biodiesel Buses,8Euro VI,6,Standard,0.5796592100172367,I360,K360,PM,2019,England (not London)
Biodiesel Buses,9Euro I DPFRF,1,DPF,0.0,I361,K361,PM,2019,England (not London)
Biodiesel Buses,10 Euro II DPFRF,2,DPF,0.0,I362,K362,PM,2019,England (not London)
Biodiesel Buses,11 Euro III DPFRF,3,DPF,0.0,I363,K363,PM,2019,England (not London)
Biodiesel Buses,12 Euro IV DPFRF,4,DPF,0.0,I364,K364,PM,2019,England (not London)
Biodiesel Coaches,3Euro II,2,Standard,0.015791787758709364,I369,K369,PM,2019,England (not London)
Biodiesel Coaches,4Euro III,3,Standard,0.07623650742016834,I370,K370,PM,2019,England (not London)
Biodiesel Coaches,5Euro IV,4,Standard,0.07225627942267256,I371,K371,PM,2019,England (not London)
Biodiesel Coaches,6Euro V_EGR,5,EGR,0.06401405384530325,I372,K372,PM,2019,England (not London)
Biodiesel Coaches,7Euro V_SCR,5,SCR,0.19204216153590972,I373,K373,PM,2019,England (not London)
Biodiesel Coaches,8Euro VI,6,Standard,0.5796592100172367,I374,K374,PM,2019,England (not London)
Biodiesel Coaches,9Euro I DPFRF,1,DPF,0.0,I375,K375,PM,2019,England (not London)
Biodiesel Coaches,10 Euro II DPFRF,2,DPF,0.0,I376,K376,PM,2019,England (not London)
Biodiesel Coaches,11 Euro III DPFRF,3,DPF,0.0,I377,K377,PM,2019,England (not London)
Biodiesel Coaches,12 Euro IV DPFRF,4,DPF,0.0,I378,K378,PM,2019,England (not London)
Motorcycle - 0-50cc,1_Pre-Euro 1,0,Standard,0.0,I177,K177,PM,2019,England (not London)
Motorcycle - 0-50cc,1Euro 1,1,Standard,0.07185695918728144,I178,K178,PM,2019,England (not London)
Motorcycle - 0-50cc,1Euro 2,2,Standard,0.04905223374803643,I179,K179,PM,2019,England (not London)
Motorcycle - 0-50cc,1Euro 3,3,Standard,0.557038322985918,I180,K180,PM,2019,England (not London)
Motorcycle - 0-50cc,1Euro 4,4,Standard,0.32205248407876413,I181,K181,PM,2019,England (not London)
Motorcycle - 0-50cc,1Euro 5,5,Standard,0.0,I182,K182,PM,2019,England (not London)
Motorcycle - 2-stroke - 50-100cc,2Pre-Euro 1,0,Standard,0.0,I183,K183,PM,2019,England (not London)
Motorcycle - 2-stroke - 50-100cc,2Euro 1,1,Standard,0.03692718065568344,I184,K184,PM,2019,England (not London)
Motorcycle - 2-stroke - 50-100cc,2Euro 2,2,Standard,0.03451410748357078,I185,K185,PM,2019,England (not London)
Motorcycle - 2-stroke - 50-100cc,2Euro 3,3,Standard,0.4522026689479608,I186,K186,PM,2019,England (not London)
Motorcycle - 2-stroke - 50-100cc,2Euro 4,4,Standard,0.47635604291278494,I187,K187,PM,2019,England (not London)
Motorcycle - 2-stroke - 50-100cc,2Euro 5,5,Standard,0.0,I188,K188,PM,2019,England (not London)
Motorcycle - 4-stroke - 50-150cc,4Pre-Euro 1,0,Standard,0.0,I189,K189,PM,2019,England (not London)
Motorcycle - 4-stroke - 50-150cc,4Euro 1,1,Standard,0.03692718065568344,I190,K190,PM,2019,England (not London)
Motorcycle - 4-stroke - 50-150cc,4Euro 2,2,Standard,0.03451410748357078,I191,K191,PM,2019,England (not London)
Motorcycle - 4-stroke - 50-150cc,4Euro 3,3,Standard,0.4522026689479608,I192,K192,PM,2019,England (not London)
Motorcycle - 4-stroke - 50-150cc,4Euro 4,4,Standard,0.47635604291278494,I193,K193,PM,2019,England (not London)
Motorcycle - 4-stroke - 50-150cc,4Euro 5,5,Standard,0.0,I194,K194,PM,2019,England (not London)
Motorcycle - 4-stroke - 150-250cc,5Pre-Euro 1,0,Standard,0.0,I195,K195,PM,2019,England (not London)
Motorcycle - 4-stroke - 150-250cc,5Euro 1,1,Standard,0.06034771354053469,I196,K196,PM,2019,England (not London)
Motorcycle - 4-stroke - 150-250cc,5Euro 2,2,Standard,0.0393786926507072,I197,K197,PM,2019,England (not London)
Motorcycle - 4-stroke - 150-250cc,5Euro 3,3,Standard,0.47106081982299686,I198,K198,PM,2019,England (not London)
Motorcycle - 4-stroke - 150-250cc,5Euro 4,4,Standard,0.42921277398576124,I199,K199,PM,2019,England (not London)
Motorcycle - 4-stroke - 150-250cc,5Euro 5,5,Standard,0.0,I200,K200,PM,2019,England (not London)
Motorcycle - 4-stroke - 250-750cc,6Pre-Euro 1,0,Standard,0.0,I201,K201,PM,2019,England (not London)
Motorcycle - 4-stroke - 250-750cc,6Euro 1,1,Standard,0.14444181533646433,I202,K202,PM,2019,England (not London)
Motorcycle - 4-stroke - 250-750cc,6Euro 2,2,Standard,0.08132751218913789,I203,K203,PM,2019,England (not London)
Motorcycle - 4-stroke - 250-750cc,6Euro 3,3,Standard,0.4812007018813233,I204,K204,PM,2019,England (not London)
Motorcycle - 4-stroke - 250-750cc,6Euro 4,4,Standard,0.29302997059307456,I205,K205,PM,2019,England (not London)
Motorcycle - 4-stroke - 250-750cc,6Euro 5,5,Standard,0.0,I206,K206,PM,2019,England (not London)
Motorcycle - 4-stroke - >750-cc,7Pre-Euro 1,0,Standard,0.0,I207,K207,PM,2019,England (not London)
Motorcycle - 4-stroke - >750-cc,7Euro 1,1,Standard,0.10214152117475497,I208,K208,PM,2019,England (not London)
Motorcycle - 4-stroke - >750-cc,7Euro 2,2,Standard,0.07590793402177018,I209,K209,PM,2019,England (not London)
Motorcycle - 4-stroke - >750-cc,7Euro 3,3,Standard,0.5190967947475708,I210,K210,PM,2019,England (not London)
