vehicle,euroclass,poltype,proportion,year,area
Full Hybrid Petrol Car,5,NOx,0.013093249169444654,2027,England (not London)
Full Hybrid Petrol Car,5,PM,0.013093249169444654,2027,England (not London)
Full Hybrid Petrol Car,6,NOx,0.9861605211053109,2027,England (not London)
Full Hybrid Petrol Car,6,PM,0.9861605211053109,2027,England (not London)
Hybrid Buses - Double Decker,0,NOx,0.0,2028,England (not London)
Hybrid Buses - Double Decker,0,PM,0.0,2028,England (not London)
Hybrid Buses - Double Decker,1,NOx,0.0,2028,England (not London)
Hybrid Buses - Double Decker,1,PM,0.0,2028,England (not London)
Hybrid Buses - Double Decker,2,NOx,0.0,2028,England (not London)
Hybrid Buses - Double Decker,2,PM,0.0,2028,England (not London)
Hybrid Buses - Double Decker,3,NOx,0.0,2028,England (not London)
Hybrid Buses - Double Decker,3,PM,0.0,2028,England (not London)
Hybrid Buses - Double Decker,4,NOx,0.0,2028,England (not London)
Hybrid Buses - Double Decker,4,PM,0.0,2028,England (not London)
Hybrid Buses - Double Decker,5,NOx,0.7481172112844343,2028,England (not London)
Hybrid Buses - Double Decker,5,PM,0.7481172112844343,2028,England (not London)
Hybrid Buses - Double Decker,6,NOx,0.2518827887155655,2028,England (not London)
Hybrid Buses - Double Decker,6,PM,0.2518827887155655,2028,England (not London)
LPG LGV,0,NOx,0.0,2028,England (not London)
LPG LGV,0,PM,0.0,2028,England (not London)
LPG LGV,1,NOx,0.0,2028,England (not London)
LPG LGV,1,PM,0.0,2028,England (not London)
LPG LGV,2,NOx,0.0,2028,England (not London)
LPG LGV,2,PM,0.0,2028,England (not London)
LPG LGV,3,NOx,0.0,2028,England (not London)
LPG LGV,3,PM,0.0,2028,England (not London)
LPG LGV,4,NOx,0.0011946575145092772,2028,England (not London)
LPG LGV,4,PM,0.0011946575145092772,2028,England (not London)
LPG LGV,5,NOx,0.009544185334485446,2028,England (not London)
LPG LGV,5,PM,0.009544185334485446,2028,England (not London)
LPG LGV,6,NOx,0.9892611571510053,2028,England (not London)
LPG LGV,6,PM,0.9892611571510053,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,0,NOx,0.0,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,0,PM,0.0,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,1,NOx,0.0,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,1,PM,0.0,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,2,NOx,0.0,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,2,PM,0.0,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,3,NOx,0.09292526740335272,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,3,PM,0.09292526740335272,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,4,NOx,0.15439253048414653,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,4,PM,0.15439253048414653,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,5,NOx,0.7526822021125008,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,5,PM,0.7526822021125008,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,6,NOx,0.0,2028,England (not London)
Motorcycle - 2-stroke - 50-100cc,6,PM,0.0,2028,England (not London)
LPG Car,0,NOx,0.0,2028,England (not London)
LPG Car,0,PM,0.0,2028,England (not London)
LPG Car,1,NOx,0.0,2028,England (not London)
LPG Car,1,PM,0.0,2028,England (not London)
LPG Car,2,NOx,0.0,2028,England (not London)
LPG Car,2,PM,0.0,2028,England (not London)
LPG Car,3,NOx,0.0,2028,England (not London)
LPG Car,3,PM,0.0,2028,England (not London)
LPG Car,4,NOx,0.002566208100946662,2028,England (not London)
LPG Car,4,PM,0.002566208100946662,2028,England (not London)
LPG Car,5,NOx,0.032003905844107505,2028,England (not London)
LPG Car,5,PM,0.032003905844107505,2028,England (not London)
LPG Car,6,NOx,0.9654298860549458,2028,England (not London)
LPG Car,6,PM,0.9654298860549458,2028,England (not London)
Hybrid Buses - Single Decker,0,NOx,0.0,2028,England (not London)
Hybrid Buses - Single Decker,0,PM,0.0,2028,England (not London)
Hybrid Buses - Single Decker,1,NOx,0.0,2028,England (not London)
Hybrid Buses - Single Decker,1,PM,0.0,2028,England (not London)
Hybrid Buses - Single Decker,2,NOx,0.0,2028,England (not London)
Hybrid Buses - Single Decker,2,PM,0.0,2028,England (not London)
Hybrid Buses - Single Decker,3,NOx,0.0,2028,England (not London)
Hybrid Buses - Single Decker,3,PM,0.0,2028,England (not London)
Hybrid Buses - Single Decker,4,NOx,0.0,2028,England (not London)
Hybrid Buses - Single Decker,4,PM,0.0,2028,England (not London)
Hybrid Buses - Single Decker,5,NOx,0.7481172112844343,2028,England (not London)
Hybrid Buses - Single Decker,5,PM,0.7481172112844343,2028,England (not London)
Hybrid Buses - Single Decker,6,NOx,0.2518827887155655,2028,England (not London)
Hybrid Buses - Single Decker,6,PM,0.2518827887155655,2028,England (not London)
Biodiesel Buses,0,NOx,0.0,2028,England (not London)
Biodiesel Buses,0,PM,0.0,2028,England (not London)
Biodiesel Buses,1,NOx,0.0,2028,England (not London)
Biodiesel Buses,1,PM,0.0,2028,England (not London)
Biodiesel Buses,2,NOx,0.0,2028,England (not London)
Biodiesel Buses,2,PM,0.0,2028,England (not London)
Biodiesel Buses,3,NOx,0.0,2028,England (not London)
Biodiesel Buses,3,PM,0.0,2028,England (not London)
Biodiesel Buses,4,NOx,0.0035085617362621063,2028,England (not London)
Biodiesel Buses,4,PM,0.0035085617362621063,2028,England (not London)
Biodiesel Buses,5,NOx,0.03174888792542672,2028,England (not London)
Biodiesel Buses,5,PM,0.03174888792542672,2028,England (not London)
Biodiesel Buses,6,NOx,0.9647425503383112,2028,England (not London)
Biodiesel Buses,6,PM,0.9647425503383112,2028,England (not London)
Motorcycle - 0-50cc,0,NOx,0.0,2028,England (not London)
Motorcycle - 0-50cc,0,PM,0.0,2028,England (not London)
Motorcycle - 0-50cc,1,NOx,0.0,2028,England (not London)
Motorcycle - 0-50cc,1,PM,0.0,2028,England (not London)
Motorcycle - 0-50cc,2,NOx,0.0,2028,England (not London)
Motorcycle - 0-50cc,2,PM,0.0,2028,England (not London)
Motorcycle - 0-50cc,3,NOx,0.09599088301208082,2028,England (not London)
Motorcycle - 0-50cc,3,PM,0.09599088301208082,2028,England (not London)
Motorcycle - 0-50cc,4,NOx,0.08795363260559694,2028,England (not London)
Motorcycle - 0-50cc,4,PM,0.08795363260559694,2028,England (not London)
Motorcycle - 0-50cc,5,NOx,0.8160554843823222,2028,England (not London)
Motorcycle - 0-50cc,5,PM,0.8160554843823222,2028,England (not London)
Motorcycle - 0-50cc,6,NOx,0.0,2028,England (not London)
Motorcycle - 0-50cc,6,PM,0.0,2028,England (not London)
B100 Rigid HGV,0,NOx,0.0,2028,England (not London)
B100 Rigid HGV,0,PM,0.0,2028,England (not London)
B100 Rigid HGV,1,NOx,0.0,2028,England (not London)
B100 Rigid HGV,1,PM,0.0,2028,England (not London)
B100 Rigid HGV,2,NOx,0.0,2028,England (not London)
B100 Rigid HGV,2,PM,0.0,2028,England (not London)
B100 Rigid HGV,3,NOx,0.0,2028,England (not London)
B100 Rigid HGV,3,PM,0.0,2028,England (not London)
B100 Rigid HGV,4,NOx,0.0009386064547114414,2028,England (not London)
B100 Rigid HGV,4,PM,0.0009386064547114414,2028,England (not London)
B100 Rigid HGV,5,NOx,0.012103599818424125,2028,England (not London)
B100 Rigid HGV,5,PM,0.012103599818424125,2028,England (not London)
B100 Rigid HGV,6,NOx,0.9869577937268644,2028,England (not London)
B100 Rigid HGV,6,PM,0.9869577937268644,2028,England (not London)
B100 Artic HGV,0,NOx,0.0,2028,England (not London)
B100 Artic HGV,0,PM,0.0,2028,England (not London)
B100 Artic HGV,1,NOx,0.0,2028,England (not London)
B100 Artic HGV,1,PM,0.0,2028,England (not London)
B100 Artic HGV,2,NOx,0.0,2028,England (not London)
B100 Artic HGV,2,PM,0.0,2028,England (not London)
B100 Artic HGV,3,NOx,0.0,2028,England (not London)
B100 Artic HGV,3,PM,0.0,2028,England (not London)
B100 Artic HGV,4,NOx,5.500787479073769e-05,2028,England (not London)
B100 Artic HGV,4,PM,5.500787479073769e-05,2028,England (not London)
B100 Artic HGV,5,NOx,0.0019475591127057997,2028,England (not London)
B100 Artic HGV,5,PM,0.0019475591127057997,2028,England (not London)
B100 Artic HGV,6,NOx,0.9979974330125034,2028,England (not London)
B100 Artic HGV,6,PM,0.9979974330125034,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,0,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,0,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,1,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,1,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,2,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,2,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,3,NOx,0.09292526740335272,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,3,PM,0.09292526740335272,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,4,NOx,0.15439253048414653,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,4,PM,0.15439253048414653,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,5,NOx,0.7526822021125008,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,5,PM,0.7526822021125008,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,6,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - 50-150cc,6,PM,0.0,2028,England (not London)
Full Hybrid Petrol LGV,0,NOx,0.0,2028,England (not London)
Full Hybrid Petrol LGV,0,PM,0.0,2028,England (not London)
Full Hybrid Petrol LGV,1,NOx,0.0,2028,England (not London)
Full Hybrid Petrol LGV,1,PM,0.0,2028,England (not London)
Full Hybrid Petrol LGV,2,NOx,0.0,2028,England (not London)
Full Hybrid Petrol LGV,2,PM,0.0,2028,England (not London)
Full Hybrid Petrol LGV,3,NOx,0.0,2028,England (not London)
Full Hybrid Petrol LGV,3,PM,0.0,2028,England (not London)
Full Hybrid Petrol LGV,4,NOx,0.0011946575145092772,2028,England (not London)
Full Hybrid Petrol LGV,4,PM,0.0011946575145092772,2028,England (not London)
Full Hybrid Petrol LGV,5,NOx,0.009544185334485445,2028,England (not London)
Full Hybrid Petrol LGV,5,PM,0.009544185334485445,2028,England (not London)
Full Hybrid Petrol LGV,6,NOx,0.9892611571510053,2028,England (not London)
Full Hybrid Petrol LGV,6,PM,0.9892611571510053,2028,England (not London)
Diesel Car,0,NOx,0.0,2028,England (not London)
Diesel Car,0,PM,0.0,2028,England (not London)
Diesel Car,1,NOx,0.0,2028,England (not London)
Diesel Car,1,PM,0.0,2028,England (not London)
Diesel Car,2,NOx,0.0,2028,England (not London)
Diesel Car,2,PM,0.0,2028,England (not London)
Diesel Car,3,NOx,0.0,2028,England (not London)
Diesel Car,3,PM,0.0,2028,England (not London)
Diesel Car,4,NOx,0.0024978013372368227,2028,England (not London)
Diesel Car,4,PM,0.0024978013372368227,2028,England (not London)
Diesel Car,5,NOx,0.04141476834320692,2028,England (not London)
Diesel Car,5,PM,0.04141476834320692,2028,England (not London)
Diesel Car,6,NOx,0.9560874303195563,2028,England (not London)
Diesel Car,6,PM,0.9560874303195563,2028,England (not London)
E85 Bioethanol Car,0,NOx,0.0,2028,England (not London)
E85 Bioethanol Car,0,PM,0.0,2028,England (not London)
E85 Bioethanol Car,1,NOx,0.0,2028,England (not London)
E85 Bioethanol Car,1,PM,0.0,2028,England (not London)
E85 Bioethanol Car,2,NOx,0.0,2028,England (not London)
E85 Bioethanol Car,2,PM,0.0,2028,England (not London)
E85 Bioethanol Car,3,NOx,0.0,2028,England (not London)
E85 Bioethanol Car,3,PM,0.0,2028,England (not London)
E85 Bioethanol Car,4,NOx,0.0025678870870405983,2028,England (not London)
E85 Bioethanol Car,4,PM,0.0025678870870405983,2028,England (not London)
E85 Bioethanol Car,5,NOx,0.03202484495377834,2028,England (not London)
E85 Bioethanol Car,5,PM,0.03202484495377834,2028,England (not London)
E85 Bioethanol Car,6,NOx,0.9654072679591811,2028,England (not London)
E85 Bioethanol Car,6,PM,0.9654072679591811,2028,England (not London)
Plug-In Hybrid Petrol LGV,0,NOx,0.0,2028,England (not London)
Plug-In Hybrid Petrol LGV,0,PM,0.0,2028,England (not London)
Plug-In Hybrid Petrol LGV,1,NOx,0.0,2028,England (not London)
Plug-In Hybrid Petrol LGV,1,PM,0.0,2028,England (not London)
Plug-In Hybrid Petrol LGV,2,NOx,0.0,2028,England (not London)
Plug-In Hybrid Petrol LGV,2,PM,0.0,2028,England (not London)
Plug-In Hybrid Petrol LGV,3,NOx,0.0,2028,England (not London)
Plug-In Hybrid Petrol LGV,3,PM,0.0,2028,England (not London)
Plug-In Hybrid Petrol LGV,4,NOx,0.0,2028,England (not London)
Plug-In Hybrid Petrol LGV,4,PM,0.0,2028,England (not London)
Plug-In Hybrid Petrol LGV,5,NOx,0.009573075196942659,2028,England (not London)
Plug-In Hybrid Petrol LGV,5,PM,0.009555601005031758,2028,England (not London)
Plug-In Hybrid Petrol LGV,6,NOx,0.9904269248030573,2028,England (not London)
Plug-In Hybrid Petrol LGV,6,PM,0.9904443989949682,2028,England (not London)
Biodiesel Coaches,0,NOx,0.0,2028,England (not London)
Biodiesel Coaches,0,PM,0.0,2028,England (not London)
Biodiesel Coaches,1,NOx,0.0,2028,England (not London)
Biodiesel Coaches,1,PM,0.0,2028,England (not London)
Biodiesel Coaches,2,NOx,0.0,2028,England (not London)
Biodiesel Coaches,2,PM,0.0,2028,England (not London)
Biodiesel Coaches,3,NOx,0.0,2028,England (not London)
Biodiesel Coaches,3,PM,0.0,2028,England (not London)
Biodiesel Coaches,4,NOx,0.0035085617362621063,2028,England (not London)
Biodiesel Coaches,4,PM,0.0035085617362621063,2028,England (not London)
Biodiesel Coaches,5,NOx,0.03174888792542672,2028,England (not London)
Biodiesel Coaches,5,PM,0.03174888792542672,2028,England (not London)
Biodiesel Coaches,6,NOx,0.9647425503383112,2028,England (not London)
Biodiesel Coaches,6,PM,0.9647425503383112,2028,England (not London)
Buses,0,NOx,0.0,2028,England (not London)
Buses,0,PM,0.0,2028,England (not London)
Buses,1,NOx,0.0,2028,England (not London)
Buses,1,PM,0.0,2028,England (not London)
Buses,2,NOx,0.0,2028,England (not London)
Buses,2,PM,0.0,2028,England (not London)
Buses,3,NOx,0.0,2028,England (not London)
Buses,3,PM,0.0,2028,England (not London)
Buses,4,NOx,0.0035085617362621063,2028,England (not London)
Buses,4,PM,0.0035085617362621063,2028,England (not London)
Buses,5,NOx,0.03174888792542672,2028,England (not London)
Buses,5,PM,0.03174888792542672,2028,England (not London)
Buses,6,NOx,0.9647425503383112,2028,England (not London)
Buses,6,PM,0.9647425503383112,2028,England (not London)
Plugin Hybrid Petrol Car,0,NOx,0.0,2028,England (not London)
Plugin Hybrid Petrol Car,0,PM,0.0,2028,England (not London)
Plugin Hybrid Petrol Car,1,NOx,0.0,2028,England (not London)
Plugin Hybrid Petrol Car,1,PM,0.0,2028,England (not London)
Plugin Hybrid Petrol Car,2,NOx,0.0,2028,England (not London)
Plugin Hybrid Petrol Car,2,PM,0.0,2028,England (not London)
Plugin Hybrid Petrol Car,3,NOx,0.0,2028,England (not London)
Plugin Hybrid Petrol Car,3,PM,0.0,2028,England (not London)
Plugin Hybrid Petrol Car,4,NOx,0.0,2028,England (not London)
Plugin Hybrid Petrol Car,4,PM,0.0,2028,England (not London)
Plugin Hybrid Petrol Car,5,NOx,0.0015478937540364154,2028,England (not London)
Plugin Hybrid Petrol Car,5,PM,0.0015478937540364154,2028,England (not London)
Plugin Hybrid Petrol Car,6,NOx,0.9984521062459636,2028,England (not London)
Plugin Hybrid Petrol Car,6,PM,0.9984521062459636,2028,England (not London)
Petrol LGV,0,NOx,0.0,2028,England (not London)
Petrol LGV,0,PM,0.0,2028,England (not London)
Petrol LGV,1,NOx,0.0,2028,England (not London)
Petrol LGV,1,PM,0.0,2028,England (not London)
Petrol LGV,2,NOx,0.0,2028,England (not London)
Petrol LGV,2,PM,0.0,2028,England (not London)
Petrol LGV,3,NOx,0.0,2028,England (not London)
Petrol LGV,3,PM,0.0,2028,England (not London)
Petrol LGV,4,NOx,0.0011968395530678366,2028,England (not London)
Petrol LGV,4,PM,0.0011968395530678366,2028,England (not London)
Petrol LGV,5,NOx,0.00956161776190247,2028,England (not London)
Petrol LGV,5,PM,0.00956161776190247,2028,England (not London)
Petrol LGV,6,NOx,0.9892415426850302,2028,England (not London)
Petrol LGV,6,PM,0.9892415426850302,2028,England (not London)
E85 Bioethanol LGV,0,NOx,0.0,2028,England (not London)
E85 Bioethanol LGV,0,PM,0.0,2028,England (not London)
E85 Bioethanol LGV,1,NOx,0.0,2028,England (not London)
E85 Bioethanol LGV,1,PM,0.0,2028,England (not London)
E85 Bioethanol LGV,2,NOx,0.0,2028,England (not London)
E85 Bioethanol LGV,2,PM,0.0,2028,England (not London)
E85 Bioethanol LGV,3,NOx,0.0,2028,England (not London)
E85 Bioethanol LGV,3,PM,0.0,2028,England (not London)
E85 Bioethanol LGV,4,NOx,0.0011968395530678366,2028,England (not London)
E85 Bioethanol LGV,4,PM,0.0011968395530678366,2028,England (not London)
E85 Bioethanol LGV,5,NOx,0.00956161776190247,2028,England (not London)
E85 Bioethanol LGV,5,PM,0.00956161776190247,2028,England (not London)
E85 Bioethanol LGV,6,NOx,0.9892415426850302,2028,England (not London)
E85 Bioethanol LGV,6,PM,0.9892415426850302,2028,England (not London)
Artic HGV,0,NOx,0.0,2028,England (not London)
Artic HGV,0,PM,0.0,2028,England (not London)
Artic HGV,1,NOx,0.0,2028,England (not London)
Artic HGV,1,PM,0.0,2028,England (not London)
Artic HGV,2,NOx,0.0,2028,England (not London)
Artic HGV,2,PM,0.0,2028,England (not London)
Artic HGV,3,NOx,0.0,2028,England (not London)
Artic HGV,3,PM,0.0,2028,England (not London)
Artic HGV,4,NOx,5.500787479073769e-05,2028,England (not London)
Artic HGV,4,PM,5.500787479073769e-05,2028,England (not London)
Artic HGV,5,NOx,0.0019475591127057997,2028,England (not London)
Artic HGV,5,PM,0.0019475591127057997,2028,England (not London)
Artic HGV,6,NOx,0.9979974330125034,2028,England (not London)
Artic HGV,6,PM,0.9979974330125034,2028,England (not London)
Coaches,0,NOx,0.0,2028,England (not London)
Coaches,0,PM,0.0,2028,England (not London)
Coaches,1,NOx,0.0,2028,England (not London)
Coaches,1,PM,0.0,2028,England (not London)
Coaches,2,NOx,0.0,2028,England (not London)
Coaches,2,PM,0.0,2028,England (not London)
Coaches,3,NOx,0.0,2028,England (not London)
Coaches,3,PM,0.0,2028,England (not London)
Coaches,4,NOx,0.0035085617362621063,2028,England (not London)
Coaches,4,PM,0.0035085617362621063,2028,England (not London)
Coaches,5,NOx,0.03174888792542672,2028,England (not London)
Coaches,5,PM,0.03174888792542672,2028,England (not London)
Coaches,6,NOx,0.9647425503383112,2028,England (not London)
Coaches,6,PM,0.9647425503383112,2028,England (not London)
Hybrid Buses - Articulated,0,NOx,0.0,2028,England (not London)
Hybrid Buses - Articulated,0,PM,0.0,2028,England (not London)
Hybrid Buses - Articulated,1,NOx,0.0,2028,England (not London)
Hybrid Buses - Articulated,1,PM,0.0,2028,England (not London)
Hybrid Buses - Articulated,2,NOx,0.0,2028,England (not London)
Hybrid Buses - Articulated,2,PM,0.0,2028,England (not London)
Hybrid Buses - Articulated,3,NOx,0.0,2028,England (not London)
Hybrid Buses - Articulated,3,PM,0.0,2028,England (not London)
Hybrid Buses - Articulated,4,NOx,0.0,2028,England (not London)
Hybrid Buses - Articulated,4,PM,0.0,2028,England (not London)
Hybrid Buses - Articulated,5,NOx,0.7481172112844343,2028,England (not London)
Hybrid Buses - Articulated,5,PM,0.7481172112844343,2028,England (not London)
Hybrid Buses - Articulated,6,NOx,0.2518827887155655,2028,England (not London)
Hybrid Buses - Articulated,6,PM,0.2518827887155655,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,0,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,0,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,1,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,1,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,2,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,2,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,3,NOx,0.16619794259443776,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,3,PM,0.16619794259443776,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,4,NOx,0.17378112246393554,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,4,PM,0.17378112246393554,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,5,NOx,0.6600209349416267,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,5,PM,0.6600209349416267,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,6,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - 250-750cc,6,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,0,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,0,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,1,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,1,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,2,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,2,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,3,NOx,0.11052654674008636,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,3,PM,0.11052654674008636,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,4,NOx,0.16961588956230766,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,4,PM,0.16961588956230766,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,5,NOx,0.7198575636976059,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,5,PM,0.7198575636976059,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,6,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - 150-250cc,6,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,0,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,0,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,1,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,1,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,2,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,2,PM,0.0,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,3,NOx,0.17672954937355126,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,3,PM,0.17672954937355126,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,4,NOx,0.2024312367425399,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,4,PM,0.2024312367425399,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,5,NOx,0.6208392138839088,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,5,PM,0.6208392138839088,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,6,NOx,0.0,2028,England (not London)
Motorcycle - 4-stroke - >750-cc,6,PM,0.0,2028,England (not London)
Rigid HGV,0,NOx,0.0,2028,England (not London)
Rigid HGV,0,PM,0.0,2028,England (not London)
Rigid HGV,1,NOx,0.0,2028,England (not London)
Rigid HGV,1,PM,0.0,2028,England (not London)
Rigid HGV,2,NOx,0.0,2028,England (not London)
Rigid HGV,2,PM,0.0,2028,England (not London)
Rigid HGV,3,NOx,0.0,2028,England (not London)
Rigid HGV,3,PM,0.0,2028,England (not London)
Rigid HGV,4,NOx,0.0009386064547114413,2028,England (not London)
Rigid HGV,4,PM,0.0009386064547114413,2028,England (not London)
Rigid HGV,5,NOx,0.012103599818424123,2028,England (not London)
Rigid HGV,5,PM,0.012103599818424123,2028,England (not London)
Rigid HGV,6,NOx,0.9869577937268643,2028,England (not London)
Rigid HGV,6,PM,0.9869577937268643,2028,England (not London)
Full Diesel Hybrid Car,0,NOx,0.0,2028,England (not London)
Full Diesel Hybrid Car,0,PM,0.0,2028,England (not London)
Full Diesel Hybrid Car,1,NOx,0.0,2028,England (not London)
Full Diesel Hybrid Car,1,PM,0.0,2028,England (not London)
Full Diesel Hybrid Car,2,NOx,0.0,2028,England (not London)
Full Diesel Hybrid Car,2,PM,0.0,2028,England (not London)
Full Diesel Hybrid Car,3,NOx,0.0,2028,England (not London)
Full Diesel Hybrid Car,3,PM,0.0,2028,England (not London)
Full Diesel Hybrid Car,4,NOx,0.0,2028,England (not London)
Full Diesel Hybrid Car,4,PM,0.0,2028,England (not London)
Full Diesel Hybrid Car,5,NOx,0.0012888617598338288,2028,England (not London)
Full Diesel Hybrid Car,5,PM,0.0012888617598338288,2028,England (not London)
Full Diesel Hybrid Car,6,NOx,0.9987111382401662,2028,England (not London)
Full Diesel Hybrid Car,6,PM,0.9987111382401662,2028,England (not London)
Diesel LGV,0,NOx,0.0,2028,England (not London)
Diesel LGV,0,PM,0.0,2028,England (not London)
Diesel LGV,1,NOx,0.0,2028,England (not London)
Diesel LGV,1,PM,0.0,2028,England (not London)
Diesel LGV,2,NOx,0.0,2028,England (not London)
Diesel LGV,2,PM,0.0,2028,England (not London)
Diesel LGV,3,NOx,0.0,2028,England (not London)
Diesel LGV,3,PM,0.0,2028,England (not London)
Diesel LGV,4,NOx,0.004171565327315641,2028,England (not London)
Diesel LGV,4,PM,0.004171565327315641,2028,England (not London)
Diesel LGV,5,NOx,0.03721742748332146,2028,England (not London)
Diesel LGV,5,PM,0.03721742748332146,2028,England (not London)
Diesel LGV,6,NOx,0.9586110071893628,2028,England (not London)
Diesel LGV,6,PM,0.9586110071893628,2028,England (not London)
Petrol Car,0,NOx,0.0,2028,England (not London)
Petrol Car,0,PM,0.0,2028,England (not London)
Petrol Car,1,NOx,0.0,2028,England (not London)
Petrol Car,1,PM,0.0,2028,England (not London)
Petrol Car,2,NOx,0.0,2028,England (not London)
Petrol Car,2,PM,0.0,2028,England (not London)
Petrol Car,3,NOx,0.0,2028,England (not London)
Petrol Car,3,PM,0.0,2028,England (not London)
Petrol Car,4,NOx,0.0025678870870405983,2028,England (not London)
Petrol Car,4,PM,0.0025678870870405983,2028,England (not London)
Petrol Car,5,NOx,0.03202484495377834,2028,England (not London)
Petrol Car,5,PM,0.03202484495377834,2028,England (not London)
Petrol Car,6,NOx,0.9654072679591811,2028,England (not London)
Petrol Car,6,PM,0.9654072679591811,2028,England (not London)
Full Hybrid Petrol Car,0,NOx,0.0,2028,England (not London)
Full Hybrid Petrol Car,0,PM,0.0,2028,England (not London)
Full Hybrid Petrol Car,1,NOx,0.0,2028,England (not London)
Full Hybrid Petrol Car,1,PM,0.0,2028,England (not London)
Full Hybrid Petrol Car,2,NOx,0.0,2028,England (not London)
Full Hybrid Petrol Car,2,PM,0.0,2028,England (not London)
Full Hybrid Petrol Car,3,NOx,0.0,2028,England (not London)
Full Hybrid Petrol Car,3,PM,0.0,2028,England (not London)
Full Hybrid Petrol Car,4,NOx,0.00038675819040200494,2028,England (not London)
Full Hybrid Petrol Car,4,PM,0.00038675819040200494,2028,England (not London)
Full Hybrid Petrol Car,5,NOx,0.008494940520881726,2028,England (not London)
Full Hybrid Petrol Car,5,PM,0.008494940520881726,2028,England (not London)
