vehicle,euroclass,poltype,proportion,year,area
Hybrid Buses - Double Decker,0,NOx,0.0,2015,England (not London)
Hybrid Buses - Double Decker,0,PM,0.0,2015,England (not London)
Hybrid Buses - Double Decker,1,NOx,0.0,2015,England (not London)
Hybrid Buses - Double Decker,1,PM,0.0,2015,England (not London)
Hybrid Buses - Double Decker,2,NOx,0.0,2015,England (not London)
Hybrid Buses - Double Decker,2,PM,0.0,2015,England (not London)
Hybrid Buses - Double Decker,3,NOx,0.0,2015,England (not London)
Hybrid Buses - Double Decker,3,PM,0.0,2015,England (not London)
Hybrid Buses - Double Decker,4,NOx,0.0,2015,England (not London)
Hybrid Buses - Double Decker,4,PM,0.0,2015,England (not London)
Hybrid Buses - Double Decker,5,NOx,0.8158376117087706,2015,England (not London)
Hybrid Buses - Double Decker,5,PM,0.8158376117087706,2015,England (not London)
Hybrid Buses - Double Decker,6,NOx,0.18416238829122955,2015,England (not London)
Hybrid Buses - Double Decker,6,PM,0.18416238829122955,2015,England (not London)
LPG LGV,0,NOx,0.0,2015,England (not London)
LPG LGV,0,PM,0.0,2015,England (not London)
LPG LGV,1,NOx,0.01073419301136428,2015,England (not London)
LPG LGV,1,PM,0.01073419301136428,2015,England (not London)
LPG LGV,2,NOx,0.06595080265912742,2015,England (not London)
LPG LGV,2,PM,0.06595080265912742,2015,England (not London)
LPG LGV,3,NOx,0.2391008657504153,2015,England (not London)
LPG LGV,3,PM,0.2391008657504153,2015,England (not London)
LPG LGV,4,NOx,0.3042113417975898,2015,England (not London)
LPG LGV,4,PM,0.3042113417975898,2015,England (not London)
LPG LGV,5,NOx,0.3800027967815032,2015,England (not London)
LPG LGV,5,PM,0.3800027967815032,2015,England (not London)
LPG LGV,6,NOx,0.0,2015,England (not London)
LPG LGV,6,PM,0.0,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,0,NOx,0.017308110552659132,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,0,PM,0.017308110552659132,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,1,NOx,0.10984056089313828,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,1,PM,0.10984056089313828,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,2,NOx,0.0728689228899274,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,2,PM,0.0728689228899274,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,3,NOx,0.7999824056642753,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,3,PM,0.7999824056642753,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,4,NOx,0.0,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,4,PM,0.0,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,5,NOx,0.0,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,5,PM,0.0,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,6,NOx,0.0,2015,England (not London)
Motorcycle - 2-stroke - 50-100cc,6,PM,0.0,2015,England (not London)
LPG Car,0,NOx,0.0,2015,England (not London)
LPG Car,0,PM,0.0,2015,England (not London)
LPG Car,1,NOx,0.0020087258069646807,2015,England (not London)
LPG Car,1,PM,0.0020087258069646807,2015,England (not London)
LPG Car,2,NOx,0.023167038988064572,2015,England (not London)
LPG Car,2,PM,0.023167038988064572,2015,England (not London)
LPG Car,3,NOx,0.20722959517877151,2015,England (not London)
LPG Car,3,PM,0.20722959517877151,2015,England (not London)
LPG Car,4,NOx,0.2935948822973421,2015,England (not London)
LPG Car,4,PM,0.2935948822973421,2015,England (not London)
LPG Car,5,NOx,0.3972753995292053,2015,England (not London)
LPG Car,5,PM,0.3972753995292053,2015,England (not London)
LPG Car,6,NOx,0.0767243581996517,2015,England (not London)
LPG Car,6,PM,0.0767243581996517,2015,England (not London)
Hybrid Buses - Single Decker,0,NOx,0.0,2015,England (not London)
Hybrid Buses - Single Decker,0,PM,0.0,2015,England (not London)
Hybrid Buses - Single Decker,1,NOx,0.0,2015,England (not London)
Hybrid Buses - Single Decker,1,PM,0.0,2015,England (not London)
Hybrid Buses - Single Decker,2,NOx,0.0,2015,England (not London)
Hybrid Buses - Single Decker,2,PM,0.0,2015,England (not London)
Hybrid Buses - Single Decker,3,NOx,0.0,2015,England (not London)
Hybrid Buses - Single Decker,3,PM,0.0,2015,England (not London)
Hybrid Buses - Single Decker,4,NOx,0.0,2015,England (not London)
Hybrid Buses - Single Decker,4,PM,0.0,2015,England (not London)
Hybrid Buses - Single Decker,5,NOx,0.8158376117087706,2015,England (not London)
Hybrid Buses - Single Decker,5,PM,0.8158376117087706,2015,England (not London)
Hybrid Buses - Single Decker,6,NOx,0.18416238829122955,2015,England (not London)
Hybrid Buses - Single Decker,6,PM,0.18416238829122955,2015,England (not London)
Biodiesel Buses,0,NOx,0.0,2015,England (not London)
Biodiesel Buses,0,PM,0.0,2015,England (not London)
Biodiesel Buses,1,NOx,0.0,2015,England (not London)
Biodiesel Buses,1,PM,0.0,2015,England (not London)
Biodiesel Buses,2,NOx,0.012487352175925193,2015,England (not London)
Biodiesel Buses,2,PM,0.012487352175925193,2015,England (not London)
Biodiesel Buses,3,NOx,0.19696435538301524,2015,England (not London)
Biodiesel Buses,3,PM,0.19696435538301524,2015,England (not London)
Biodiesel Buses,4,NOx,0.14784020636813788,2015,England (not London)
Biodiesel Buses,4,PM,0.14784020636813788,2015,England (not London)
Biodiesel Buses,5,NOx,0.3832916399256776,2015,England (not London)
Biodiesel Buses,5,PM,0.3832916399256776,2015,England (not London)
Biodiesel Buses,6,NOx,0.2594164461472441,2015,England (not London)
Biodiesel Buses,6,PM,0.2594164461472441,2015,England (not London)
Motorcycle - 0-50cc,0,NOx,0.03233279954721731,2015,England (not London)
Motorcycle - 0-50cc,0,PM,0.03233279954721731,2015,England (not London)
Motorcycle - 0-50cc,1,NOx,0.16131607716133106,2015,England (not London)
Motorcycle - 0-50cc,1,PM,0.16131607716133106,2015,England (not London)
Motorcycle - 0-50cc,2,NOx,0.08437951803003901,2015,England (not London)
Motorcycle - 0-50cc,2,PM,0.08437951803003901,2015,England (not London)
Motorcycle - 0-50cc,3,NOx,0.7219716052614127,2015,England (not London)
Motorcycle - 0-50cc,3,PM,0.7219716052614127,2015,England (not London)
Motorcycle - 0-50cc,4,NOx,0.0,2015,England (not London)
Motorcycle - 0-50cc,4,PM,0.0,2015,England (not London)
Motorcycle - 0-50cc,5,NOx,0.0,2015,England (not London)
Motorcycle - 0-50cc,5,PM,0.0,2015,England (not London)
Motorcycle - 0-50cc,6,NOx,0.0,2015,England (not London)
Motorcycle - 0-50cc,6,PM,0.0,2015,England (not London)
B100 Rigid HGV,0,NOx,0.0,2015,England (not London)
B100 Rigid HGV,0,PM,0.0,2015,England (not London)
B100 Rigid HGV,1,NOx,0.0,2015,England (not London)
B100 Rigid HGV,1,PM,0.0,2015,England (not London)
B100 Rigid HGV,2,NOx,0.0,2015,England (not London)
B100 Rigid HGV,2,PM,0.025987166473558216,2015,England (not London)
B100 Rigid HGV,3,NOx,0.14659243666290747,2015,England (not London)
B100 Rigid HGV,3,PM,0.14278291460758394,2015,England (not London)
B100 Rigid HGV,4,NOx,0.13782748666052386,2015,England (not London)
B100 Rigid HGV,4,PM,0.13424574082004467,2015,England (not London)
B100 Rigid HGV,5,NOx,0.3695935570913008,2015,England (not London)
B100 Rigid HGV,5,PM,0.3599888677956146,2015,England (not London)
B100 Rigid HGV,6,NOx,0.3459865195852679,2015,England (not London)
B100 Rigid HGV,6,PM,0.33699531030319846,2015,England (not London)
B100 Artic HGV,0,NOx,0.0,2015,England (not London)
B100 Artic HGV,0,PM,0.0,2015,England (not London)
B100 Artic HGV,1,NOx,0.0,2015,England (not London)
B100 Artic HGV,1,PM,0.0,2015,England (not London)
B100 Artic HGV,2,NOx,0.0,2015,England (not London)
B100 Artic HGV,2,PM,0.003652717424366655,2015,England (not London)
B100 Artic HGV,3,NOx,0.034860006862121935,2015,England (not London)
B100 Artic HGV,3,PM,0.03473267310764312,2015,England (not London)
B100 Artic HGV,4,NOx,0.06227183766357332,2015,England (not London)
B100 Artic HGV,4,PM,0.06204437623709226,2015,England (not London)
B100 Artic HGV,5,NOx,0.37938566172280996,2015,England (not London)
B100 Artic HGV,5,PM,0.3779998731056802,2015,England (not London)
B100 Artic HGV,6,NOx,0.5234824937514947,2015,England (not London)
B100 Artic HGV,6,PM,0.5215703601252177,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,0,NOx,0.017308110552659132,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,0,PM,0.017308110552659132,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,1,NOx,0.10984056089313828,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,1,PM,0.10984056089313828,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,2,NOx,0.0728689228899274,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,2,PM,0.0728689228899274,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,3,NOx,0.7999824056642753,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,3,PM,0.7999824056642753,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,4,NOx,0.0,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,4,PM,0.0,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,5,NOx,0.0,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,5,PM,0.0,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,6,NOx,0.0,2015,England (not London)
Motorcycle - 4-stroke - 50-150cc,6,PM,0.0,2015,England (not London)
Full Hybrid Petrol LGV,0,NOx,0.0,2015,England (not London)
Full Hybrid Petrol LGV,0,PM,0.0,2015,England (not London)
Full Hybrid Petrol LGV,1,NOx,0.0,2015,England (not London)
Full Hybrid Petrol LGV,1,PM,0.0,2015,England (not London)
Full Hybrid Petrol LGV,2,NOx,0.0,2015,England (not London)
Full Hybrid Petrol LGV,2,PM,0.0,2015,England (not London)
Full Hybrid Petrol LGV,3,NOx,0.0,2015,England (not London)
Full Hybrid Petrol LGV,3,PM,0.0,2015,England (not London)
Full Hybrid Petrol LGV,4,NOx,0.4446142291495836,2015,England (not London)
Full Hybrid Petrol LGV,4,PM,0.4446142291495836,2015,England (not London)
Full Hybrid Petrol LGV,5,NOx,0.5553857708504165,2015,England (not London)
Full Hybrid Petrol LGV,5,PM,0.5553857708504165,2015,England (not London)
Full Hybrid Petrol LGV,6,NOx,0.0,2015,England (not London)
Full Hybrid Petrol LGV,6,PM,0.0,2015,England (not London)
Diesel Car,0,NOx,0.0,2015,England (not London)
Diesel Car,0,PM,0.0,2015,England (not London)
Diesel Car,1,NOx,0.0007249030928131902,2015,England (not London)
Diesel Car,1,PM,0.0007249030928131902,2015,England (not London)
Diesel Car,2,NOx,0.006065642417442237,2015,England (not London)
Diesel Car,2,PM,0.006065642417442237,2015,England (not London)
Diesel Car,3,NOx,0.11606374355827705,2015,England (not London)
Diesel Car,3,PM,0.11606374355827706,2015,England (not London)
Diesel Car,4,NOx,0.27057661950789047,2015,England (not London)
Diesel Car,4,PM,0.27057661950789047,2015,England (not London)
Diesel Car,5,NOx,0.5131618039112721,2015,England (not London)
Diesel Car,5,PM,0.5131618039112721,2015,England (not London)
Diesel Car,6,NOx,0.09340728751230502,2015,England (not London)
Diesel Car,6,PM,0.09340728751230504,2015,England (not London)
E85 Bioethanol Car,0,NOx,0.0,2015,England (not London)
E85 Bioethanol Car,0,PM,0.0,2015,England (not London)
E85 Bioethanol Car,1,NOx,0.0023942653902763312,2015,England (not London)
E85 Bioethanol Car,1,PM,0.0023942653902763312,2015,England (not London)
E85 Bioethanol Car,2,NOx,0.0275963249902377,2015,England (not London)
E85 Bioethanol Car,2,PM,0.0275963249902377,2015,England (not London)
E85 Bioethanol Car,3,NOx,0.20633719380576263,2015,England (not London)
E85 Bioethanol Car,3,PM,0.20633719380576263,2015,England (not London)
E85 Bioethanol Car,4,NOx,0.29233056251796086,2015,England (not London)
E85 Bioethanol Car,4,PM,0.29233056251796086,2015,England (not London)
E85 Bioethanol Car,5,NOx,0.39541629817291496,2015,England (not London)
E85 Bioethanol Car,5,PM,0.39541629817291496,2015,England (not London)
E85 Bioethanol Car,6,NOx,0.0759253551228476,2015,England (not London)
E85 Bioethanol Car,6,PM,0.0759253551228476,2015,England (not London)
Plug-In Hybrid Petrol LGV,0,NOx,0.0,2015,England (not London)
Plug-In Hybrid Petrol LGV,0,PM,0.0,2015,England (not London)
Plug-In Hybrid Petrol LGV,1,NOx,0.0,2015,England (not London)
Plug-In Hybrid Petrol LGV,1,PM,0.0,2015,England (not London)
Plug-In Hybrid Petrol LGV,2,NOx,0.0,2015,England (not London)
Plug-In Hybrid Petrol LGV,2,PM,0.0,2015,England (not London)
Plug-In Hybrid Petrol LGV,3,NOx,0.0,2015,England (not London)
Plug-In Hybrid Petrol LGV,3,PM,0.0,2015,England (not London)
Plug-In Hybrid Petrol LGV,4,NOx,0.0,2015,England (not London)
Plug-In Hybrid Petrol LGV,4,PM,0.0,2015,England (not London)
Plug-In Hybrid Petrol LGV,5,NOx,1.0,2015,England (not London)
Plug-In Hybrid Petrol LGV,5,PM,1.0,2015,England (not London)
Plug-In Hybrid Petrol LGV,6,NOx,0.0,2015,England (not London)
Plug-In Hybrid Petrol LGV,6,PM,0.0,2015,England (not London)
Biodiesel Coaches,0,NOx,0.0,2015,England (not London)
Biodiesel Coaches,0,PM,0.0,2015,England (not London)
Biodiesel Coaches,1,NOx,0.0,2015,England (not London)
Biodiesel Coaches,1,PM,0.0,2015,England (not London)
Biodiesel Coaches,2,NOx,0.012487352175925193,2015,England (not London)
Biodiesel Coaches,2,PM,0.012487352175925193,2015,England (not London)
Biodiesel Coaches,3,NOx,0.19696435538301524,2015,England (not London)
Biodiesel Coaches,3,PM,0.19696435538301524,2015,England (not London)
Biodiesel Coaches,4,NOx,0.14784020636813788,2015,England (not London)
Biodiesel Coaches,4,PM,0.14784020636813788,2015,England (not London)
Biodiesel Coaches,5,NOx,0.3832916399256776,2015,England (not London)
Biodiesel Coaches,5,PM,0.3832916399256776,2015,England (not London)
Biodiesel Coaches,6,NOx,0.2594164461472441,2015,England (not London)
Biodiesel Coaches,6,PM,0.2594164461472441,2015,England (not London)
Buses,0,NOx,0.0,2015,England (not London)
Buses,0,PM,0.0,2015,England (not London)
Buses,1,NOx,0.0,2015,England (not London)
Buses,1,PM,0.0,2015,England (not London)
Buses,2,NOx,0.012487352175925191,2015,England (not London)
Buses,2,PM,0.012487352175925191,2015,England (not London)
Buses,3,NOx,0.1969643553830152,2015,England (not London)
Buses,3,PM,0.1969643553830152,2015,England (not London)
Buses,4,NOx,0.14784020636813786,2015,England (not London)
Buses,4,PM,0.14784020636813786,2015,England (not London)
Buses,5,NOx,0.38329163992567755,2015,England (not London)
Buses,5,PM,0.38329163992567755,2015,England (not London)
Buses,6,NOx,0.259416446147244,2015,England (not London)
Buses,6,PM,0.259416446147244,2015,England (not London)
Plugin Hybrid Petrol Car,0,NOx,0.0,2015,England (not London)
Plugin Hybrid Petrol Car,0,PM,0.0,2015,England (not London)
Plugin Hybrid Petrol Car,1,NOx,0.0,2015,England (not London)
Plugin Hybrid Petrol Car,1,PM,0.0,2015,England (not London)
Plugin Hybrid Petrol Car,2,NOx,0.0,2015,England (not London)
Plugin Hybrid Petrol Car,2,PM,0.0,2015,England (not London)
Plugin Hybrid Petrol Car,3,NOx,0.0,2015,England (not London)
Plugin Hybrid Petrol Car,3,PM,0.0,2015,England (not London)
Plugin Hybrid Petrol Car,4,NOx,0.0,2015,England (not London)
Plugin Hybrid Petrol Car,4,PM,0.0,2015,England (not London)
Plugin Hybrid Petrol Car,5,NOx,0.5984800400108229,2015,England (not London)
Plugin Hybrid Petrol Car,5,PM,0.5984800400108229,2015,England (not London)
Plugin Hybrid Petrol Car,6,NOx,0.40151995998917706,2015,England (not London)
Plugin Hybrid Petrol Car,6,PM,0.40151995998917706,2015,England (not London)
Petrol LGV,0,NOx,0.0,2015,England (not London)
Petrol LGV,0,PM,0.0,2015,England (not London)
Petrol LGV,1,NOx,0.011367861026628616,2015,England (not London)
Petrol LGV,1,PM,0.011367861026628616,2015,England (not London)
Petrol LGV,2,NOx,0.06978731990943186,2015,England (not London)
Petrol LGV,2,PM,0.06978731990943186,2015,England (not London)
Petrol LGV,3,NOx,0.2511511389471799,2015,England (not London)
Petrol LGV,3,PM,0.2511511389471799,2015,England (not London)
Petrol LGV,4,NOx,0.3128231196285651,2015,England (not London)
Petrol LGV,4,PM,0.3128231196285651,2015,England (not London)
Petrol LGV,5,NOx,0.35487056048819443,2015,England (not London)
Petrol LGV,5,PM,0.35487056048819443,2015,England (not London)
Petrol LGV,6,NOx,0.0,2015,England (not London)
Petrol LGV,6,PM,0.0,2015,England (not London)
E85 Bioethanol LGV,0,NOx,0.0,2015,England (not London)
E85 Bioethanol LGV,0,PM,0.0,2015,England (not London)
E85 Bioethanol LGV,1,NOx,0.011367861026628616,2015,England (not London)
E85 Bioethanol LGV,1,PM,0.011367861026628616,2015,England (not London)
E85 Bioethanol LGV,2,NOx,0.06978731990943186,2015,England (not London)
E85 Bioethanol LGV,2,PM,0.06978731990943186,2015,England (not London)
E85 Bioethanol LGV,3,NOx,0.2511511389471799,2015,England (not London)
E85 Bioethanol LGV,3,PM,0.2511511389471799,2015,England (not London)
E85 Bioethanol LGV,4,NOx,0.3128231196285651,2015,England (not London)
E85 Bioethanol LGV,4,PM,0.3128231196285651,2015,England (not London)
E85 Bioethanol LGV,5,NOx,0.35487056048819443,2015,England (not London)
E85 Bioethanol LGV,5,PM,0.35487056048819443,2015,England (not London)
E85 Bioethanol LGV,6,NOx,0.0,2015,England (not London)
E85 Bioethanol LGV,6,PM,0.0,2015,England (not London)
Artic HGV,0,NOx,0.0,2015,England (not London)
Artic HGV,0,PM,0.0,2015,England (not London)
Artic HGV,1,NOx,0.0008226179783190189,2015,England (not London)
Artic HGV,1,PM,0.0008226179783190189,2015,England (not London)
Artic HGV,2,NOx,0.0036497126333436512,2015,England (not London)
Artic HGV,2,PM,0.0036497126333436512,2015,England (not London)
Artic HGV,3,NOx,0.034704101386309694,2015,England (not London)
Artic HGV,3,PM,0.034704101386309694,2015,England (not London)
Artic HGV,4,NOx,0.06199333741774603,2015,England (not London)
Artic HGV,4,PM,0.06199333741774603,2015,England (not London)
Artic HGV,5,NOx,0.3776889236142611,2015,England (not London)
Artic HGV,5,PM,0.3776889236142611,2015,England (not London)
Artic HGV,6,NOx,0.5211413069700204,2015,England (not London)
Artic HGV,6,PM,0.5211413069700204,2015,England (not London)
Coaches,0,NOx,0.0,2015,England (not London)
Coaches,0,PM,0.0,2015,England (not London)
Coaches,1,NOx,0.0,2015,England (not London)
Coaches,1,PM,0.0,2015,England (not London)
Coaches,2,NOx,0.012487352175925191,2015,England (not London)
Coaches,2,PM,0.012487352175925191,2015,England (not London)
Coaches,3,NOx,0.1969643553830152,2015,England (not London)
Coaches,3,PM,0.1969643553830152,2015,England (not London)
Coaches,4,NOx,0.14784020636813786,2015,England (not London)
Coaches,4,PM,0.14784020636813786,2015,England (not London)
Coaches,5,NOx,0.38329163992567755,2015,England (not London)
Coaches,5,PM,0.38329163992567755,2015,England (not London)
Coaches,6,NOx,0.259416446147244,2015,England (not London)
Coaches,6,PM,0.259416446147244,2015,England (not London)
Hybrid Buses - Articulated,0,NOx,0.0,2015,England (not London)
Hybrid Buses - Articulated,0,PM,0.0,2015,England (not London)
Hybrid Buses - Articulated,1,NOx,0.0,2015,England (not London)
Hybrid Buses - Articulated,1,PM,0.0,2015,England (not London)
Hybrid Buses - Articulated,2,NOx,0.0,2015,England (not London)
Hybrid Buses - Articulated,2,PM,0.0,2015,England (not London)
Hybrid Buses - Articulated,3,NOx,0.0,2015,England (not London)
Hybrid Buses - Articulated,3,PM,0.0,2015,England (not London)
Hybrid Buses - Articulated,4,NOx,0.0,2015,England (not London)
Hybrid Buses - Articulated,4,PM,0.0,2015,England (not London)
Hybrid Buses - Articulated,5,NOx,0.8158376117087706,2015,England (not London)
Hybrid Buses - Articulated,5,PM,0.8158376117087706,2015,England (not London)
Hybrid Buses - Articulated,6,NOx,0.18416238829122955,2015,England (not London)
Hybrid Buses - Articulated,6,PM,0.18416238829122955,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,0,NOx,0.14152447957057726,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,0,PM,0.14152447957057726,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,1,NOx,0.2252846468928297,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,1,PM,0.2252846468928297,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,2,NOx,0.09449439897298842,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,2,PM,0.09449439897298842,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,3,NOx,0.5386964745636046,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,3,PM,0.5386964745636046,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,4,NOx,0.0,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,4,PM,0.0,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,5,NOx,0.0,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,5,PM,0.0,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,6,NOx,0.0,2015,England (not London)
Motorcycle - 4-stroke - 250-750cc,6,PM,0.0,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,0,NOx,0.05376400642357003,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,0,PM,0.05376400642357003,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,1,NOx,0.1324030293713469,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,1,PM,0.1324030293713469,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,2,NOx,0.07797798870422992,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,2,PM,0.07797798870422992,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,3,NOx,0.7358549755008531,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,3,PM,0.7358549755008531,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,4,NOx,0.0,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,4,PM,0.0,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,5,NOx,0.0,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,5,PM,0.0,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,6,NOx,0.0,2015,England (not London)
Motorcycle - 4-stroke - 150-250cc,6,PM,0.0,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,0,NOx,0.08515667079781714,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,0,PM,0.08515667079781714,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,1,NOx,0.18913678971607986,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,1,PM,0.18913678971607986,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,2,NOx,0.10696826435868134,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,2,PM,0.10696826435868134,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,3,NOx,0.6187382751274216,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,3,PM,0.6187382751274216,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,4,NOx,0.0,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,4,PM,0.0,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,5,NOx,0.0,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,5,PM,0.0,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,6,NOx,0.0,2015,England (not London)
Motorcycle - 4-stroke - >750-cc,6,PM,0.0,2015,England (not London)
Rigid HGV,0,NOx,0.0,2015,England (not London)
Rigid HGV,0,PM,0.0,2015,England (not London)
Rigid HGV,1,NOx,0.007847340084610946,2015,England (not London)
Rigid HGV,1,PM,0.007847340084610946,2015,England (not London)
Rigid HGV,2,NOx,0.025783236340404806,2015,England (not London)
Rigid HGV,2,PM,0.025783236340404806,2015,England (not London)
Rigid HGV,3,NOx,0.14166244851838627,2015,England (not London)
Rigid HGV,3,PM,0.14166244851838627,2015,England (not London)
Rigid HGV,4,NOx,0.13319226883691926,2015,England (not London)
Rigid HGV,4,PM,0.13319226883691926,2015,England (not London)
Rigid HGV,5,NOx,0.3571639127233484,2015,England (not London)
Rigid HGV,5,PM,0.3571639127233484,2015,England (not London)
Rigid HGV,6,NOx,0.3343507934963303,2015,England (not London)
Rigid HGV,6,PM,0.3343507934963303,2015,England (not London)
Full Diesel Hybrid Car,0,NOx,0.0,2015,England (not London)
Full Diesel Hybrid Car,0,PM,0.0,2015,England (not London)
Full Diesel Hybrid Car,1,NOx,0.0,2015,England (not London)
Full Diesel Hybrid Car,1,PM,0.0,2015,England (not London)
Full Diesel Hybrid Car,2,NOx,0.0,2015,England (not London)
Full Diesel Hybrid Car,2,PM,0.0,2015,England (not London)
Full Diesel Hybrid Car,3,NOx,0.0,2015,England (not London)
Full Diesel Hybrid Car,3,PM,0.0,2015,England (not London)
Full Diesel Hybrid Car,4,NOx,0.0,2015,England (not London)
Full Diesel Hybrid Car,4,PM,0.0,2015,England (not London)
Full Diesel Hybrid Car,5,NOx,0.5813869227835782,2015,England (not London)
Full Diesel Hybrid Car,5,PM,0.5813869227835782,2015,England (not London)
Full Diesel Hybrid Car,6,NOx,0.4186130772164218,2015,England (not London)
Full Diesel Hybrid Car,6,PM,0.4186130772164218,2015,England (not London)
Diesel LGV,0,NOx,0.0,2015,England (not London)
Diesel LGV,0,PM,0.0,2015,England (not London)
Diesel LGV,1,NOx,0.005631062950393152,2015,England (not London)
Diesel LGV,1,PM,0.005631062950393152,2015,England (not London)
Diesel LGV,2,NOx,0.02200829649554501,2015,England (not London)
Diesel LGV,2,PM,0.02200829649554501,2015,England (not London)
Diesel LGV,3,NOx,0.11753417225468002,2015,England (not London)
Diesel LGV,3,PM,0.11753417225468002,2015,England (not London)
Diesel LGV,4,NOx,0.32084460992928465,2015,England (not London)
Diesel LGV,4,PM,0.32084460992928465,2015,England (not London)
Diesel LGV,5,NOx,0.5339818583700972,2015,England (not London)
Diesel LGV,5,PM,0.5339818583700972,2015,England (not London)
Diesel LGV,6,NOx,0.0,2015,England (not London)
Diesel LGV,6,PM,0.0,2015,England (not London)
Petrol Car,0,NOx,0.0,2015,England (not London)
Petrol Car,0,PM,0.0,2015,England (not London)
Petrol Car,1,NOx,0.0023942653902763312,2015,England (not London)
Petrol Car,1,PM,0.0023942653902763312,2015,England (not London)
Petrol Car,2,NOx,0.0275963249902377,2015,England (not London)
Petrol Car,2,PM,0.0275963249902377,2015,England (not London)
Petrol Car,3,NOx,0.20633719380576263,2015,England (not London)
Petrol Car,3,PM,0.20633719380576263,2015,England (not London)
Petrol Car,4,NOx,0.29233056251796086,2015,England (not London)
Petrol Car,4,PM,0.29233056251796086,2015,England (not London)
Petrol Car,5,NOx,0.39541629817291496,2015,England (not London)
Petrol Car,5,PM,0.39541629817291496,2015,England (not London)
Petrol Car,6,NOx,0.0759253551228476,2015,England (not London)
Petrol Car,6,PM,0.0759253551228476,2015,England (not London)
Full Hybrid Petrol Car,0,NOx,0.0,2015,England (not London)
Full Hybrid Petrol Car,0,PM,0.0,2015,England (not London)
Full Hybrid Petrol Car,1,NOx,0.0,2015,England (not London)
Full Hybrid Petrol Car,1,PM,0.0,2015,England (not London)
Full Hybrid Petrol Car,2,NOx,0.0,2015,England (not London)
Full Hybrid Petrol Car,2,PM,0.0,2015,England (not London)
