year,area,euro,version,speed,vehicle,type,NOx (g/km/s/veh),PM10 (g/km/s/veh),PM2.5 (g/km/s/veh)
2016,Scotland,1,7.4,16,FCEV Bus,Motorway (not London),0.0,1.79672515515e-05,1.018477451e-05
2016,Scotland,1,7.4,16,FCEV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,16,FCEV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,16,Full Hybrid Diesel Cars,Motorway (not London),0.00023726055224,1.3587425201e-05,1.14440063044e-05
2016,Scotland,1,7.4,16,Full Hybrid Petrol Cars,Motorway (not London),0.000224158240599,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,16,Full Hybrid Petrol LGV,Motorway (not London),1.22844139696e-05,5.42490988664e-06,3.34026572091e-06
2016,Scotland,1,7.4,16,Hybrid Bus,Motorway (not London),0.00160647102166,3.29077229253e-05,2.43782196776e-05
2016,Scotland,1,7.4,16,LGV,Motorway (not London),0.000431059510447,3.09228526021e-05,2.756331196e-05
2016,Scotland,1,7.4,16,LPG Cars,Motorway (not London),8.80555526237e-05,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,16,LPG LGV,Motorway (not London),0.000233199534705,5.74579553358e-06,3.64510697182e-06
2016,Scotland,1,7.4,16,Motorcycle,Motorway (not London),5.06279720867e-05,5.02181865158e-06,4.15230806539e-06
2016,Scotland,1,7.4,16,Petrol Car,Motorway (not London),0.000267862022156,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,16,Plug-In Hybrid Petrol Cars,Motorway (not London),4.48316495749e-05,4.12286863138e-06,2.4526773359e-06
2016,Scotland,1,7.4,16,Plug-In Hybrid Petrol LGV,Motorway (not London),8.905937284e-05,5.2291902648e-06,3.15433203468e-06
2016,Scotland,1,7.4,16,Rigid HGV,Motorway (not London),0.00287079019472,0.000156448601047,0.000142027638503
2016,Scotland,1,7.4,18,Artic HGV,Motorway (not London),0.00451454753056,0.000237674161326,0.00021807779558
2016,Scotland,1,7.4,18,B100 Artic HGV,Motorway (not London),0.00539127271622,3.31959709001e-05,2.38235024881e-05
2016,Scotland,1,7.4,18,B100 Bus,Motorway (not London),0.00339138717391,2.45353312494e-05,1.6424448404e-05
2016,Scotland,1,7.4,18,B100 Coach,Motorway (not London),0.00465612718835,4.12375702581e-05,3.22915766446e-05
2016,Scotland,1,7.4,18,B100 Rigid HGV,Motorway (not London),0.00324074341916,2.38231186813e-05,1.60334366228e-05
2016,Scotland,1,7.4,18,Battery EV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,18,Battery EV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,18,Biogas Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,18,Biomethane Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,18,Bus and Coach,Motorway (not London),0.00423284294084,0.000197107787244,0.000180368282599
2016,Scotland,1,7.4,18,CNG Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,18,Diesel Car,Motorway (not London),0.0002602347231,2.10533744394e-05,1.85366570804e-05
2016,Scotland,1,7.4,18,E85 Bioethanol Cars,Motorway (not London),0.000262028130237,4.49569142802e-06,2.80685890175e-06
2016,Scotland,1,7.4,18,E85 Bioethanol LGV,Motorway (not London),0.000334654061589,5.63927460462e-06,3.5439122712e-06
2016,Scotland,1,7.4,18,FCEV Bus,Motorway (not London),0.0,1.79672515515e-05,1.018477451e-05
2016,Scotland,1,7.4,18,FCEV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,18,FCEV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,18,Full Hybrid Diesel Cars,Motorway (not London),0.000227859200095,1.33725452542e-05,1.12398702186e-05
2016,Scotland,1,7.4,18,Full Hybrid Petrol Cars,Motorway (not London),0.000226473261137,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,18,Full Hybrid Petrol LGV,Motorway (not London),1.19670639833e-05,5.42490988664e-06,3.34026572091e-06
2016,Scotland,1,7.4,18,Hybrid Bus,Motorway (not London),0.00145406892989,3.18783095281e-05,2.34002800426e-05
2016,Scotland,1,7.4,18,LGV,Motorway (not London),0.000417697418015,2.95765858027e-05,2.62843568635e-05
2016,Scotland,1,7.4,18,LPG Cars,Motorway (not London),8.80555526237e-05,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,18,LPG LGV,Motorway (not London),0.000225193361985,5.74579553358e-06,3.64510697182e-06
2016,Scotland,1,7.4,18,Motorcycle,Motorway (not London),4.81155439047e-05,5.02181865158e-06,4.15230806539e-06
2016,Scotland,1,7.4,18,Petrol Car,Motorway (not London),0.000262028130237,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,18,Plug-In Hybrid Petrol Cars,Motorway (not London),4.52946551377e-05,4.12286863138e-06,2.4526773359e-06
2016,Scotland,1,7.4,18,Plug-In Hybrid Petrol LGV,Motorway (not London),9.05663255253e-05,5.22891195942e-06,3.1540675991e-06
2016,Scotland,1,7.4,18,Rigid HGV,Motorway (not London),0.00269258348271,0.00014383069356,0.000130040629301
2016,Scotland,1,7.4,20,Artic HGV,Motorway (not London),0.00428543286398,0.000221803347813,0.000203000498004
2016,Scotland,1,7.4,20,B100 Artic HGV,Motorway (not London),0.00510209193453,3.23230742652e-05,2.29942506849e-05
2016,Scotland,1,7.4,20,B100 Bus,Motorway (not London),0.00320153706707,2.40614972427e-05,1.59743067343e-05
2016,Scotland,1,7.4,20,B100 Coach,Motorway (not London),0.00431459676474,3.94252201659e-05,3.05698449665e-05
2016,Scotland,1,7.4,20,B100 Rigid HGV,Motorway (not London),0.00305952643976,2.3257896828e-05,1.54964764079e-05
2016,Scotland,1,7.4,20,Battery EV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,20,Battery EV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,20,Biogas Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,20,Biomethane Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,20,Bus and Coach,Motorway (not London),0.00392236094922,0.000182819319889,0.000166794241522
2016,Scotland,1,7.4,20,CNG Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,20,Diesel Car,Motorway (not London),0.000244228402153,2.0422239686e-05,1.79370799742e-05
2016,Scotland,1,7.4,20,E85 Bioethanol Cars,Motorway (not London),0.000256031547906,4.49569142802e-06,2.80685890175e-06
2016,Scotland,1,7.4,20,E85 Bioethanol LGV,Motorway (not London),0.000329903588863,5.63927460462e-06,3.5439122712e-06
2016,Scotland,1,7.4,20,FCEV Bus,Motorway (not London),0.0,1.79672515515e-05,1.018477451e-05
2016,Scotland,1,7.4,20,FCEV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,20,FCEV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,20,Full Hybrid Diesel Cars,Motorway (not London),0.000219467459829,1.31647757371e-05,1.10424889499e-05
2016,Scotland,1,7.4,20,Full Hybrid Petrol Cars,Motorway (not London),0.000228902150411,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,20,Full Hybrid Petrol LGV,Motorway (not London),1.15722568808e-05,5.42490988664e-06,3.34026572091e-06
2016,Scotland,1,7.4,20,Hybrid Bus,Motorway (not London),0.00132508785464,3.10162322421e-05,2.25813037105e-05
2016,Scotland,1,7.4,20,LGV,Motorway (not London),0.000405003549531,2.83027166006e-05,2.50741813943e-05
2016,Scotland,1,7.4,20,LPG Cars,Motorway (not London),8.80555526237e-05,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,20,LPG LGV,Motorway (not London),0.000217739056097,5.74579553358e-06,3.64510697182e-06
2016,Scotland,1,7.4,20,Motorcycle,Motorway (not London),4.59372058685e-05,5.02181865158e-06,4.15230806539e-06
2016,Scotland,1,7.4,20,Petrol Car,Motorway (not London),0.000256031547906,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,20,Plug-In Hybrid Petrol Cars,Motorway (not London),4.57804308098e-05,4.12286863138e-06,2.4526773359e-06
2016,Scotland,1,7.4,20,Plug-In Hybrid Petrol LGV,Motorway (not London),9.2086767836e-05,5.22878553966e-06,3.1539475458e-06
2016,Scotland,1,7.4,20,Rigid HGV,Motorway (not London),0.00254503870383,0.000133553941851,0.000120277720271
2016,Scotland,1,7.4,25,Artic HGV,Motorway (not London),0.0038394771982,0.000188423349755,0.000171289517311
2016,Scotland,1,7.4,25,B100 Artic HGV,Motorway (not London),0.00454393122345,3.04871755361e-05,2.12501472561e-05
2016,Scotland,1,7.4,25,B100 Bus,Motorway (not London),0.00285162893124,2.31521134992e-05,1.5110392269e-05
2016,Scotland,1,7.4,25,B100 Coach,Motorway (not London),0.00369272613898,3.60617050319e-05,2.73745026789e-05
2016,Scotland,1,7.4,25,B100 Rigid HGV,Motorway (not London),0.00272260955535,2.22192738875e-05,1.45097837958e-05
2016,Scotland,1,7.4,25,Battery EV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,25,Battery EV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,25,Biogas Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,25,Biomethane Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,25,Bus and Coach,Motorway (not London),0.00335702393204,0.000156360576511,0.00014165842731
2016,Scotland,1,7.4,25,CNG Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,25,Diesel Car,Motorway (not London),0.000214164421777,1.90140690393e-05,1.65993187693e-05
2016,Scotland,1,7.4,25,E85 Bioethanol Cars,Motorway (not London),0.000241664165515,4.49569142802e-06,2.80685890175e-06
2016,Scotland,1,7.4,25,E85 Bioethanol LGV,Motorway (not London),0.000317809579428,5.63927460462e-06,3.5439122712e-06
2016,Scotland,1,7.4,25,FCEV Bus,Motorway (not London),0.0,1.79672515515e-05,1.018477451e-05
2016,Scotland,1,7.4,25,FCEV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,25,FCEV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,25,Full Hybrid Diesel Cars,Motorway (not London),0.000201674178243,1.26764580273e-05,1.05785875348e-05
2016,Scotland,1,7.4,25,Full Hybrid Petrol Cars,Motorway (not London),0.000235472456552,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,25,Full Hybrid Petrol LGV,Motorway (not London),1.0447751265e-05,5.42490988664e-06,3.34026572091e-06
2016,Scotland,1,7.4,25,Hybrid Bus,Motorway (not London),0.00107416033279,2.93569355563e-05,2.10049729503e-05
2016,Scotland,1,7.4,25,LGV,Motorway (not London),0.000376012700144,2.54347869486e-05,2.2349649953e-05
2016,Scotland,1,7.4,25,LPG Cars,Motorway (not London),8.80555526237e-05,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,25,LPG LGV,Motorway (not London),0.000201152201043,5.74579553358e-06,3.64510697182e-06
2016,Scotland,1,7.4,25,Motorcycle,Motorway (not London),4.18524978159e-05,5.02181865158e-06,4.15230806539e-06
2016,Scotland,1,7.4,25,Petrol Car,Motorway (not London),0.000241664165515,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,25,Plug-In Hybrid Petrol Cars,Motorway (not London),4.70944942208e-05,4.12286863138e-06,2.4526773359e-06
2016,Scotland,1,7.4,25,Plug-In Hybrid Petrol LGV,Motorway (not London),9.59468598012e-05,5.22897289557e-06,3.15412557939e-06
2016,Scotland,1,7.4,25,Rigid HGV,Motorway (not London),0.00226838607341,0.000114669899631,0.000102337879071
2016,Scotland,1,7.4,30,Artic HGV,Motorway (not London),0.0035116521176,0.000162757045473,0.00014690651733
2016,Scotland,1,7.4,30,B100 Artic HGV,Motorway (not London),0.00413803802803,2.90755288006e-05,1.99090827664e-05
2016,Scotland,1,7.4,30,B100 Bus,Motorway (not London),0.00260876538232,2.25148705795e-05,1.45050125866e-05
2016,Scotland,1,7.4,30,B100 Coach,Motorway (not London),0.00327402632684,3.37382152793e-05,2.51671899605e-05
2016,Scotland,1,7.4,30,B100 Rigid HGV,Motorway (not London),0.00249059172347,2.15150921576e-05,1.38408122439e-05
2016,Scotland,1,7.4,30,Battery EV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,30,Battery EV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,30,Biogas Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,30,Biomethane Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,30,Bus and Coach,Motorway (not London),0.00297638750635,0.000138062547194,0.000124275306007
2016,Scotland,1,7.4,30,CNG Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,30,Diesel Car,Motorway (not London),0.000193763058633,1.78482805495e-05,1.5491819795e-05
2016,Scotland,1,7.4,30,E85 Bioethanol Cars,Motorway (not London),0.000230199075304,4.49569142802e-06,2.80685890175e-06
2016,Scotland,1,7.4,30,E85 Bioethanol LGV,Motorway (not London),0.000307896727463,5.63927460462e-06,3.5439122712e-06
2016,Scotland,1,7.4,30,FCEV Bus,Motorway (not London),0.0,1.79672515515e-05,1.018477451e-05
2016,Scotland,1,7.4,30,FCEV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,30,FCEV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,30,Full Hybrid Diesel Cars,Motorway (not London),0.000187142431969,1.22325791381e-05,1.01569021353e-05
2016,Scotland,1,7.4,30,Full Hybrid Petrol Cars,Motorway (not London),0.0002427543659,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,30,Full Hybrid Petrol LGV,Motorway (not London),9.44911244005e-06,5.42490988664e-06,3.34026572091e-06
2016,Scotland,1,7.4,30,Hybrid Bus,Motorway (not London),0.000891491537914,2.81504526356e-05,1.98588131752e-05
2016,Scotland,1,7.4,30,LGV,Motorway (not London),0.000350751040969,2.30193491007e-05,2.00549839064e-05
2016,Scotland,1,7.4,30,LPG Cars,Motorway (not London),8.80555526237e-05,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,30,LPG LGV,Motorway (not London),0.00018706053379,5.74579553358e-06,3.64510697182e-06
2016,Scotland,1,7.4,30,Motorcycle,Motorway (not London),3.95408787881e-05,5.02181865158e-06,4.15230806539e-06
2016,Scotland,1,7.4,30,Petrol Car,Motorway (not London),0.000230199075304,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,30,Plug-In Hybrid Petrol Cars,Motorway (not London),4.85508753627e-05,4.12286863138e-06,2.4526773359e-06
2016,Scotland,1,7.4,30,Plug-In Hybrid Petrol LGV,Motorway (not London),9.98912291834e-05,5.22968684891e-06,3.15480383506e-06
2016,Scotland,1,7.4,30,Rigid HGV,Motorway (not London),0.0020773881115,0.000101866600744,9.01747407624e-05
2016,Scotland,1,7.4,35,Artic HGV,Motorway (not London),0.00325795309618,0.000143517594552,0.000128629049868
2016,Scotland,1,7.4,35,B100 Artic HGV,Motorway (not London),0.00382683845237,2.80173589999e-05,1.89038219105e-05
2016,Scotland,1,7.4,35,B100 Bus,Motorway (not London),0.00242782244459,2.20565034397e-05,1.40695638038e-05
2016,Scotland,1,7.4,35,B100 Coach,Motorway (not London),0.00297436490655,3.2034367905e-05,2.35485331359e-05
2016,Scotland,1,7.4,35,B100 Rigid HGV,Motorway (not London),0.00232227751985,2.10105445149e-05,1.33614903461e-05
2016,Scotland,1,7.4,35,Battery EV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,35,Battery EV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,35,Biogas Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,35,Biomethane Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,35,Bus and Coach,Motorway (not London),0.0027039682027,0.000124581914861,0.000111468703835
2016,Scotland,1,7.4,35,CNG Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,35,Diesel Car,Motorway (not London),0.000179645532626,1.69248742168e-05,1.46145821418e-05
2016,Scotland,1,7.4,35,E85 Bioethanol Cars,Motorway (not London),0.000221526279347,4.49569142802e-06,2.80685890175e-06
2016,Scotland,1,7.4,35,E85 Bioethanol LGV,Motorway (not London),0.000300081010209,5.63927460462e-06,3.5439122712e-06
2016,Scotland,1,7.4,35,FCEV Bus,Motorway (not London),0.0,1.79672515515e-05,1.018477451e-05
2016,Scotland,1,7.4,35,FCEV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,35,FCEV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,35,Full Hybrid Diesel Cars,Motorway (not London),0.000175001594471,1.1833139979e-05,9.77743457042e-06
2016,Scotland,1,7.4,35,Full Hybrid Petrol Cars,Motorway (not London),0.000250747863902,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,35,Full Hybrid Petrol LGV,Motorway (not London),8.56738734001e-06,5.42490988664e-06,3.34026572091e-06
2016,Scotland,1,7.4,35,Hybrid Bus,Motorway (not London),0.000753102242015,2.72254346783e-05,1.89800466615e-05
2016,Scotland,1,7.4,35,LGV,Motorway (not London),0.000329014059389,2.10564030567e-05,1.81901832548e-05
2016,Scotland,1,7.4,35,LPG Cars,Motorway (not London),8.80555526237e-05,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,35,LPG LGV,Motorway (not London),0.000175143708475,5.74579553358e-06,3.64510697182e-06
2016,Scotland,1,7.4,35,Motorcycle,Motorway (not London),3.88160624425e-05,5.02181865158e-06,4.15230806539e-06
2016,Scotland,1,7.4,35,Petrol Car,Motorway (not London),0.000221526279347,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,35,Plug-In Hybrid Petrol Cars,Motorway (not London),5.01495742355e-05,4.12286863138e-06,2.4526773359e-06
2016,Scotland,1,7.4,35,Plug-In Hybrid Petrol LGV,Motorway (not London),0.000103919868707,5.23078142578e-06,3.15584361488e-06
2016,Scotland,1,7.4,35,Rigid HGV,Motorway (not London),0.00193980056792,9.26929787965e-05,8.1459802459e-05
2016,Scotland,1,7.4,40,Artic HGV,Motorway (not London),0.00305433571339,0.000129618056235,0.000115424481919
2016,Scotland,1,7.4,40,B100 Artic HGV,Motorway (not London),0.00357914343476,2.72528832284e-05,1.81775703822e-05
2016,Scotland,1,7.4,40,B100 Bus,Motorway (not London),0.00228632520884,2.17207270907e-05,1.3750574908e-05
2016,Scotland,1,7.4,40,B100 Coach,Motorway (not London),0.00275073200464,3.07308146148e-05,2.2310156055e-05
2016,Scotland,1,7.4,40,B100 Rigid HGV,Motorway (not London),0.00219595199451,2.06350359804e-05,1.30047574203e-05
2016,Scotland,1,7.4,40,Battery EV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,40,Battery EV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,40,Biogas Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,40,Biomethane Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,40,Bus and Coach,Motorway (not London),0.00250066560693,0.000114198068331,0.000101604055089
2016,Scotland,1,7.4,40,CNG Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,40,Diesel Car,Motorway (not London),0.000169879276655,1.62438482221e-05,1.39676067192e-05
2016,Scotland,1,7.4,40,E85 Bioethanol Cars,Motorway (not London),0.000215535794268,4.49569142802e-06,2.80685890175e-06
2016,Scotland,1,7.4,40,E85 Bioethanol LGV,Motorway (not London),0.000294278404908,5.63927460462e-06,3.5439122712e-06
2016,Scotland,1,7.4,40,FCEV Bus,Motorway (not London),0.0,1.79672515515e-05,1.018477451e-05
2016,Scotland,1,7.4,40,FCEV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,40,FCEV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,40,Full Hybrid Diesel Cars,Motorway (not London),0.000164784520166,1.14781396405e-05,9.44018484006e-06
2016,Scotland,1,7.4,40,Full Hybrid Petrol Cars,Motorway (not London),0.000259452965111,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,40,Full Hybrid Petrol LGV,Motorway (not London),7.79362380854e-06,5.42490988664e-06,3.34026572091e-06
2016,Scotland,1,7.4,40,Hybrid Bus,Motorway (not London),0.00064565485809,2.64966711256e-05,1.82877229236e-05
2016,Scotland,1,7.4,40,LGV,Motorway (not London),0.000310683477437,1.95459469978e-05,1.67552516359e-05
2016,Scotland,1,7.4,40,LPG Cars,Motorway (not London),8.80555526237e-05,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,40,LPG LGV,Motorway (not London),0.000165218487382,5.74579553358e-06,3.64510697182e-06
2016,Scotland,1,7.4,40,Motorcycle,Motorway (not London),3.9521495637e-05,5.02181865158e-06,4.15230806539e-06
2016,Scotland,1,7.4,40,Petrol Car,Motorway (not London),0.000215535794268,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,40,Plug-In Hybrid Petrol Cars,Motorway (not London),5.18905908393e-05,4.12286863138e-06,2.4526773359e-06
2016,Scotland,1,7.4,40,Plug-In Hybrid Petrol LGV,Motorway (not London),0.000108032785647,5.23216885995e-06,3.15716170007e-06
2016,Scotland,1,7.4,40,Rigid HGV,Motorway (not London),0.0018379642861,8.58655475895e-05,7.49737446313e-05
2016,Scotland,1,7.4,45,Artic HGV,Motorway (not London),0.00288640800864,0.000120078948385,0.000106362327642
2016,Scotland,1,7.4,45,B100 Artic HGV,Motorway (not London),0.00337641919032,2.67282321147e-05,1.76791509148e-05
2016,Scotland,1,7.4,45,B100 Bus,Motorway (not London),0.00217172107659,2.14714109461e-05,1.35137252073e-05
2016,Scotland,1,7.4,45,B100 Coach,Motorway (not London),0.00257879123092,2.97014812531e-05,2.13322909985e-05
2016,Scotland,1,7.4,45,B100 Rigid HGV,Motorway (not London),0.00209901528433,2.03479321499e-05,1.27320090542e-05
2016,Scotland,1,7.4,45,Battery EV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,45,Battery EV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,45,Biogas Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,45,Biomethane Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,45,Bus and Coach,Motorway (not London),0.00234435568564,0.000105930535938,9.37498916755e-05
2016,Scotland,1,7.4,45,CNG Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,45,Diesel Car,Motorway (not London),0.000163281962159,1.58052025654e-05,1.35508935273e-05
2016,Scotland,1,7.4,45,E85 Bioethanol Cars,Motorway (not London),0.000212117651245,4.49569142802e-06,2.80685890175e-06
2016,Scotland,1,7.4,45,E85 Bioethanol LGV,Motorway (not London),0.000290404830594,5.63927460462e-06,3.5439122712e-06
2016,Scotland,1,7.4,45,FCEV Bus,Motorway (not London),0.0,1.79672515515e-05,1.018477451e-05
2016,Scotland,1,7.4,45,FCEV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,45,FCEV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,45,Full Hybrid Diesel Cars,Motorway (not London),0.000156213005539,1.11675772132e-05,9.14515112527e-06
2016,Scotland,1,7.4,45,Full Hybrid Petrol Cars,Motorway (not London),0.00026886962587,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,45,Full Hybrid Petrol LGV,Motorway (not London),7.1188687798e-06,5.42490988664e-06,3.34026572091e-06
2016,Scotland,1,7.4,45,Hybrid Bus,Motorway (not London),0.000561089836992,2.59208809439e-05,1.77407200681e-05
2016,Scotland,1,7.4,45,LGV,Motorway (not London),0.000295685982564,1.8487982743e-05,1.57501835929e-05
2016,Scotland,1,7.4,45,LPG Cars,Motorway (not London),8.80555526237e-05,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,45,LPG LGV,Motorway (not London),0.000157172777108,5.74579553358e-06,3.64510697182e-06
2016,Scotland,1,7.4,45,Motorcycle,Motorway (not London),4.15267058997e-05,5.02181865158e-06,4.15230806539e-06
2016,Scotland,1,7.4,45,Petrol Car,Motorway (not London),0.000212117651245,4.60221190224e-06,2.90805360237e-06
2016,Scotland,1,7.4,45,Plug-In Hybrid Petrol Cars,Motorway (not London),5.3773928812e-05,4.12286863138e-06,2.4526773359e-06
2016,Scotland,1,7.4,45,Plug-In Hybrid Petrol LGV,Motorway (not London),0.000112229980004,5.23379458173e-06,3.15870624945e-06
2016,Scotland,1,7.4,45,Rigid HGV,Motorway (not London),0.00176131457556,8.06454918347e-05,7.00146920281e-05
2016,Scotland,1,7.4,50,Artic HGV,Motorway (not London),0.00274496013299,0.000113984046038,0.000100572171505
2016,Scotland,1,7.4,50,B100 Artic HGV,Motorway (not London),0.00320688146167,2.63930123765e-05,1.73606931639e-05
2016,Scotland,1,7.4,50,B100 Bus,Motorway (not London),0.00207639951259,2.12843933696e-05,1.33360590553e-05
2016,Scotland,1,7.4,50,B100 Coach,Motorway (not London),0.00244371220469,2.88685696432e-05,2.0541025151e-05
2016,Scotland,1,7.4,50,B100 Rigid HGV,Motorway (not London),0.00202362798154,2.01241891773e-05,1.25194528664e-05
2016,Scotland,1,7.4,50,Battery EV Cars,Motorway (not London),0.0,4.0696081669e-06,2.40208009927e-06
2016,Scotland,1,7.4,50,Battery EV LGV,Motorway (not London),0.0,5.21319179825e-06,3.13913324135e-06
2016,Scotland,1,7.4,50,Biogas Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,50,Biomethane Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
2016,Scotland,1,7.4,50,Bus and Coach,Motorway (not London),0.00222155661322,9.9177530501e-05,8.7334534328e-05
2016,Scotland,1,7.4,50,CNG Bus,Motorway (not London),0.00069444446126,1.93561409105e-05,1.15042184916e-05
