,year,euro,version,speed,vehicle,NOx (g/km/s/veh),PM10 (g/km/s/veh),PM2.5 (g/km/s/veh)
6,2014,1,7.0,5,7. Articulated HGVs,0.000228376709856,1.30185280796e-05,1.17319932542e-05
7,2014,1,7.0,10,1. Motorcycles,2.46824720307e-06,3.57184603672e-07,2.77045501207e-07
8,2014,1,7.0,10,2. Petrol Cars,1.05778462967e-05,3.48642316794e-07,1.95987681195e-07
9,2014,1,7.0,10,3. Diesel Cars,1.52824959514e-05,1.16791170512e-06,9.74293584477e-07
10,2014,1,7.0,10,4. LGV,1.97586323338e-05,1.73858052221e-06,1.46014338043e-06
11,2014,1,7.0,10,5. Buses and Coaches,0.00019087959663,9.14056090551e-06,8.10022629594e-06
12,2014,1,7.0,10,6. Rigid HGVs,0.00013287011825,8.26042014523e-06,7.27959877622e-06
13,2014,1,7.0,10,7. Articulated HGVs,0.000228376709856,1.30185280796e-05,1.17319932542e-05
14,2014,1,7.0,15,1. Motorcycles,2.28352200793e-06,3.57184603672e-07,2.77045501207e-07
15,2014,1,7.0,15,2. Petrol Cars,9.64468290476e-06,3.48620858404e-07,1.95967274408e-07
16,2014,1,7.0,15,3. Diesel Cars,1.20983722809e-05,1.08765289042e-06,8.98047744613e-07
17,2014,1,7.0,15,4. LGV,1.81684172276e-05,1.578426577e-06,1.307997195e-06
18,2014,1,7.0,15,5. Buses and Coaches,0.000158313458087,7.77582044975e-06,6.80372249917e-06
19,2014,1,7.0,15,6. Rigid HGVs,0.000117293842777,7.11955499355e-06,6.19577667749e-06
20,2014,1,7.0,15,7. Articulated HGVs,0.000204320225748,1.16915280159e-05,1.04713426481e-05
21,2014,1,7.0,20,1. Motorcycles,2.19734283746e-06,3.57184603672e-07,2.77045501207e-07
22,2014,1,7.0,20,2. Petrol Cars,8.79716571944e-06,3.48605425415e-07,1.95952637227e-07
23,2014,1,7.0,20,3. Diesel Cars,1.01747245935e-05,1.017666591e-06,8.31560669212e-07
24,2014,1,7.0,20,4. LGV,1.6783906176e-05,1.4374801367e-06,1.17409808809e-06
25,2014,1,7.0,20,5. Buses and Coaches,0.000132266504806,6.54808263789e-06,5.63737148696e-06
26,2014,1,7.0,20,6. Rigid HGVs,0.000100343138911,5.92027345192e-06,5.05645948579e-06
27,2014,1,7.0,20,7. Articulated HGVs,0.000177114532562,9.89492582448e-06,8.76457033883e-06
28,2014,1,7.0,25,1. Motorcycles,2.18619629777e-06,3.57184603672e-07,2.77045501207e-07
29,2014,1,7.0,25,2. Petrol Cars,7.96367385192e-06,3.48594767274e-07,1.95942504888e-07
30,2014,1,7.0,25,3. Diesel Cars,8.92278148967e-06,9.57949396252e-07,7.74829402417e-07
31,2014,1,7.0,25,4. LGV,1.55672260007e-05,1.31574131501e-06,1.05844605969e-06
32,2014,1,7.0,25,5. Buses and Coaches,0.000116200179036,5.74462410441e-06,4.8740857892e-06
33,2014,1,7.0,25,6. Rigid HGVs,8.94736367627e-05,5.17248417964e-06,4.34605954069e-06
34,2014,1,7.0,25,7. Articulated HGVs,0.000158638344146,8.50552441989e-06,7.44463886804e-06
35,2014,1,7.0,30,1. Motorcycles,2.23189795179e-06,3.57184603672e-07,2.77045501207e-07
36,2014,1,7.0,30,2. Petrol Cars,7.26285770725e-06,3.4858771869e-07,1.95935811576e-07
37,2014,1,7.0,30,3. Diesel Cars,8.07307060313e-06,9.0850022616e-07,7.27852693672e-07
38,2014,1,7.0,30,4. LGV,1.45062067531e-05,1.21320988455e-06,9.61041223491e-07
39,2014,1,7.0,30,5. Buses and Coaches,0.000105183040432,5.18436308994e-06,4.34183766629e-06
40,2014,1,7.0,30,6. Rigid HGVs,8.20046334411e-05,4.66496203444e-06,3.86391366192e-06
41,2014,1,7.0,30,7. Articulated HGVs,0.000145067533595,7.44214275983e-06,6.43442626824e-06
42,2014,1,7.0,35,1. Motorcycles,2.32079901252e-06,3.57184603672e-07,2.77045501207e-07
43,2014,1,7.0,35,2. Petrol Cars,6.68920711178e-06,3.48583256482e-07,1.95931548319e-07
44,2014,1,7.0,35,3. Diesel Cars,7.48495722291e-06,8.69318512287e-07,6.90630031386e-07
45,2014,1,7.0,35,4. LGV,1.3592308278e-05,1.12988595902e-06,8.81883522652e-07
46,2014,1,7.0,35,5. Buses and Coaches,9.7103365988e-05,4.77759840578e-06,3.9554115574e-06
47,2014,1,7.0,35,6. Rigid HGVs,7.66534431023e-05,4.3011687012e-06,3.51830999534e-06
48,2014,1,7.0,35,7. Articulated HGVs,0.000134573550895,6.64657318339e-06,5.67863526157e-06
49,2014,1,7.0,40,1. Motorcycles,2.44313037001e-06,3.57184603672e-07,2.77045501207e-07
50,2014,1,7.0,40,2. Petrol Cars,6.2372123466e-06,3.48580471154e-07,1.95928919311e-07
51,2014,1,7.0,40,3. Diesel Cars,7.07800290911e-06,8.40403799884e-07,6.63161074499e-07
52,2014,1,7.0,40,4. LGV,1.28205947476e-05,1.0657695384e-06,8.20972957172e-07
53,2014,1,7.0,40,5. Buses and Coaches,9.08974470804e-05,4.47366164735e-06,3.66667131857e-06
54,2014,1,7.0,40,6. Rigid HGVs,7.27192964405e-05,4.0304275899e-06,3.26110580318e-06
55,2014,1,7.0,40,7. Articulated HGVs,0.000126157538034,6.0714492065e-06,5.13226768817e-06
56,2014,1,7.0,45,1. Motorcycles,2.59237503997e-06,3.57184603672e-07,2.77045501207e-07
57,2014,1,7.0,45,2. Petrol Cars,5.90136505707e-06,3.48578652165e-07,1.95927199798e-07
58,2014,1,7.0,45,3. Diesel Cars,6.80299854139e-06,8.2175603211e-07,6.45445709324e-07
59,2014,1,7.0,45,4. LGV,1.21880084407e-05,1.02086073639e-06,7.7830952705e-07
60,2014,1,7.0,45,5. Buses and Coaches,8.59677529661e-05,4.24147629019e-06,3.44609520653e-06
61,2014,1,7.0,45,6. Rigid HGVs,6.97838477208e-05,3.82350890504e-06,3.0645330753e-06
62,2014,1,7.0,45,7. Articulated HGVs,0.000119221767818,5.67525103179e-06,4.75587921756e-06
63,2014,1,7.0,50,1. Motorcycles,2.7646522085e-06,3.57184603672e-07,2.77045501207e-07
64,2014,1,7.0,50,2. Petrol Cars,5.67615825275e-06,3.4857723108e-07,1.95925835555e-07
65,2014,1,7.0,50,3. Diesel Cars,6.62826687403e-06,8.1337498159e-07,6.37483708488e-07
66,2014,1,7.0,50,4. LGV,1.16925375551e-05,9.95159325612e-07,7.53893232286e-07
67,2014,1,7.0,50,5. Buses and Coaches,8.19511187728e-05,4.06089338867e-06,3.27454154103e-06
68,2014,1,7.0,50,6. Rigid HGVs,6.75812043482e-05,3.66237145499e-06,2.91145261144e-06
69,2014,1,7.0,50,7. Articulated HGVs,0.000113383823191,5.41990311831e-06,4.51329924545e-06
70,2014,1,7.0,60,1. Motorcycles,3.17227363666e-06,3.57184603672e-07,2.77045501207e-07
71,2014,1,7.0,60,2. Petrol Cars,5.53710424356e-06,3.37710787335e-07,1.8560272963e-07
72,2014,1,7.0,60,3. Diesel Cars,6.50141009828e-06,8.27412918625e-07,6.50819742987e-07
73,2014,1,7.0,60,4. LGV,1.11078170448e-05,1.00108854895e-06,7.59526017191e-07
74,2014,1,7.0,60,5. Buses and Coaches,7.58333844715e-05,3.80429196412e-06,3.03077035824e-06
75,2014,1,7.0,60,6. Rigid HGVs,6.47215492791e-05,3.43440638062e-06,2.69488577942e-06
76,2014,1,7.0,60,7. Articulated HGVs,0.000104048587673,5.18949627804e-06,4.29441251981e-06
77,2014,1,7.0,70,1. Motorcycles,3.66435119759e-06,3.57184603672e-07,2.77045501207e-07
78,2014,1,7.0,70,2. Petrol Cars,5.92858941673e-06,3.37705813536e-07,1.85597997415e-07
79,2014,1,7.0,70,3. Diesel Cars,6.59418765281e-06,8.82517099399e-07,7.03168723248e-07
80,2014,1,7.0,70,4. LGV,1.10646769826e-05,1.08413837552e-06,8.38423318328e-07
81,2014,1,7.0,70,5. Buses and Coaches,7.13396293577e-05,3.63682897841e-06,2.87168018076e-06
82,2014,1,7.0,70,6. Rigid HGVs,6.32766095805e-05,3.29080535266e-06,2.55846475739e-06
83,2014,1,7.0,70,7. Articulated HGVs,9.68636377365e-05,5.10724112246e-06,4.21627009928e-06
84,2014,1,7.0,80,1. Motorcycles,4.24220388595e-06,3.57184603672e-07,2.77045501207e-07
85,2014,1,7.0,80,2. Petrol Cars,6.77306252328e-06,3.37700328146e-07,1.85592796242e-07
86,2014,1,7.0,80,3. Diesel Cars,6.85473969497e-06,9.78687353381e-07,7.94530478743e-07
87,2014,1,7.0,80,4. LGV,1.15568836918e-05,1.24401822177e-06,9.90309104054e-07
88,2014,1,7.0,80,5. Buses and Coaches,6.79380755173e-05,3.52364168066e-06,2.76415221379e-06
89,2014,1,7.0,80,6. Rigid HGVs,6.28031630185e-05,3.20415233546e-06,2.47614457294e-06
90,2014,1,7.0,80,7. Articulated HGVs,9.11267925403e-05,4.91155969939e-06,4.03037256547e-06
91,2014,1,7.0,90,1. Motorcycles,4.89054491482e-06,3.57184603672e-07,2.77045501207e-07
92,2014,1,7.0,90,2. Petrol Cars,8.01034639153e-06,3.38180882409e-07,1.8604931995e-07
93,2014,1,7.0,90,3. Diesel Cars,7.25696600057e-06,1.11592351004e-06,9.24904838939e-07
94,2014,1,7.0,90,4. LGV,1.25806445794e-05,1.48074059325e-06,1.21519542517e-06
95,2014,1,7.0,90,5. Buses and Coaches,6.60815421725e-05,3.45288776771e-06,2.69693623522e-06
96,2014,1,7.0,90,6. Rigid HGVs,6.28804627922e-05,3.17356466439e-06,2.44708621722e-06
97,2014,1,7.0,90,7. Articulated HGVs,8.81981977727e-05,4.63312335341e-06,3.76585830963e-06
98,2014,1,7.0,100,1. Motorcycles,5.55791757506e-06,3.57184603672e-07,2.77045501207e-07
99,2014,1,7.0,100,2. Petrol Cars,9.63766342466e-06,3.38189295235e-07,1.8605730645e-07
100,2014,1,7.0,100,3. Diesel Cars,7.78953835834e-06,1.29422551254e-06,1.09429174699e-06
101,2014,1,7.0,100,4. LGV,1.41352775245e-05,1.79428047886e-06,1.51305835061e-06
102,2014,1,7.0,100,5. Buses and Coaches,6.57452255837e-05,3.4083088849e-06,2.65458629656e-06
103,2014,1,7.0,100,6. Rigid HGVs,6.28804627922e-05,3.17356466439e-06,2.44708621722e-06
104,2014,1,7.0,100,7. Articulated HGVs,8.81981977727e-05,4.63312335341e-06,3.76585830963e-06
105,2014,1,7.0,110,1. Motorcycles,6.18006288278e-06,3.57184603672e-07,2.77045501207e-07
106,2014,1,7.0,110,2. Petrol Cars,1.1656411516e-05,3.38218370644e-07,1.86084918141e-07
107,2014,1,7.0,110,3. Diesel Cars,8.45089107315e-06,1.51359324718e-06,1.30269108922e-06
108,2014,1,7.0,110,4. LGV,1.6220683392e-05,2.18465038415e-06,1.88390970379e-06
109,2014,1,7.0,110,5. Buses and Coaches,6.56480769976e-05,3.38894869856e-06,2.63619403995e-06
110,2014,1,7.0,110,6. Rigid HGVs,6.28804627922e-05,3.17356466439e-06,2.44708621722e-06
111,2014,1,7.0,110,7. Articulated HGVs,8.81981977727e-05,4.63312335341e-06,3.76585830963e-06
112,2014,1,7.0,120,1. Motorcycles,6.87445390213e-06,3.57184603672e-07,2.77045501207e-07
113,2014,1,7.0,120,2. Petrol Cars,1.40665961226e-05,3.38281466838e-07,1.86144873737e-07
114,2014,1,7.0,120,3. Diesel Cars,9.24701726035e-06,1.77402671397e-06,1.55010286562e-06
115,2014,1,7.0,120,4. LGV,1.63138647622e-05,2.20024912778e-06,1.89872855572e-06
116,2014,1,7.0,120,5. Buses and Coaches,6.56480769976e-05,3.38894869856e-06,2.63619403995e-06
117,2014,1,7.0,120,6. Rigid HGVs,6.28804627922e-05,3.17356466439e-06,2.44708621722e-06
118,2014,1,7.0,120,7. Articulated HGVs,8.81981977727e-05,4.63312335341e-06,3.76585830963e-06
0,2014,2,7.0,5,1. Motorcycles,2.34237745644e-06,2.16186379021e-07,1.43097196315e-07
1,2014,2,7.0,5,2. Petrol Cars,6.62415277475e-06,3.48671278516e-07,1.9601519341e-07
2,2014,2,7.0,5,3. Diesel Cars,1.56764344865e-05,9.92959598989e-07,8.08089055226e-07
3,2014,2,7.0,5,4. LGV,1.9559993234e-05,1.72808495336e-06,1.45017259001e-06
4,2014,2,7.0,5,5. Buses and Coaches,0.00021271512378,4.83297344545e-06,4.00801764044e-06
5,2014,2,7.0,5,6. Rigid HGVs,0.000146792197484,3.70250700144e-06,2.94958135783e-06
6,2014,2,7.0,5,7. Articulated HGVs,0.00025107365218,6.06782168688e-06,5.12882161274e-06
7,2014,2,7.0,10,1. Motorcycles,2.00346175916e-06,2.16186379021e-07,1.43097196315e-07
8,2014,2,7.0,10,2. Petrol Cars,6.25889924777e-06,3.48642316794e-07,1.95987681195e-07
9,2014,2,7.0,10,3. Diesel Cars,1.56764344865e-05,9.92959598989e-07,8.08089055226e-07
10,2014,2,7.0,10,4. LGV,1.95594238903e-05,1.72808495336e-06,1.45017259001e-06
11,2014,2,7.0,10,5. Buses and Coaches,0.00021271512378,4.83297344545e-06,4.00801764044e-06
12,2014,2,7.0,10,6. Rigid HGVs,0.000146792197484,3.70250700144e-06,2.94958135783e-06
13,2014,2,7.0,10,7. Articulated HGVs,0.00025107365218,6.06782168688e-06,5.12882161274e-06
14,2014,2,7.0,15,1. Motorcycles,1.75001116531e-06,2.16186379021e-07,1.43097196315e-07
15,2014,2,7.0,15,2. Petrol Cars,5.82335405852e-06,3.48620858404e-07,1.95967274408e-07
16,2014,2,7.0,15,3. Diesel Cars,1.29605623442e-05,9.40352549605e-07,7.58112378207e-07
17,2014,2,7.0,15,4. LGV,1.80112456292e-05,1.56958981279e-06,1.29960221784e-06
18,2014,2,7.0,15,5. Buses and Coaches,0.000176477769855,4.20322612626e-06,3.40975770996e-06
19,2014,2,7.0,15,6. Rigid HGVs,0.000128814179334,3.51395487996e-06,2.77045683106e-06
20,2014,2,7.0,15,7. Articulated HGVs,0.000223027600441,5.72085809836e-06,4.79920618091e-06
21,2014,2,7.0,20,1. Motorcycles,1.57428905823e-06,2.16186379021e-07,1.43097196315e-07
22,2014,2,7.0,20,2. Petrol Cars,5.32269314135e-06,3.48605425415e-07,1.95952637227e-07
23,2014,2,7.0,20,3. Diesel Cars,1.11315457616e-05,8.9257827085e-07,7.12726830443e-07
24,2014,2,7.0,20,4. LGV,1.66453028214e-05,1.4299760096e-06,1.16696901387e-06
25,2014,2,7.0,20,5. Buses and Coaches,0.00014652092068,3.69952454093e-06,2.93124116979e-06
26,2014,2,7.0,20,6. Rigid HGVs,0.000109738510218,3.23954805026e-06,2.50977041105e-06
27,2014,2,7.0,20,7. Articulated HGVs,0.000191702129086,5.21038373336e-06,4.31425542047e-06
28,2014,2,7.0,25,1. Motorcycles,1.46394165768e-06,2.16186379021e-07,1.43097196315e-07
29,2014,2,7.0,25,2. Petrol Cars,4.75305887448e-06,3.48594767274e-07,1.95942504888e-07
30,2014,2,7.0,25,3. Diesel Cars,9.83434074442e-06,8.49633522648e-07,6.71929285545e-07
31,2014,2,7.0,25,4. LGV,1.54393910634e-05,1.30924331643e-06,1.05227297809e-06
32,2014,2,7.0,25,5. Buses and Coaches,0.000127858540509,3.39178609465e-06,2.63888955487e-06
33,2014,2,7.0,25,6. Rigid HGVs,9.76962255663e-05,3.01192903862e-06,2.29353213399e-06
34,2014,2,7.0,25,7. Articulated HGVs,0.000170701125171,4.78013271277e-06,3.90551713281e-06
35,2014,2,7.0,30,1. Motorcycles,1.40840882068e-06,2.16186379021e-07,1.43097196315e-07
36,2014,2,7.0,30,2. Petrol Cars,4.23451592724e-06,3.4858771869e-07,1.95935811576e-07
37,2014,2,7.0,30,3. Diesel Cars,8.88317117642e-06,8.11517054444e-07,6.35718663489e-07
38,2014,2,7.0,30,4. LGV,1.43839797602e-05,1.20739173326e-06,9.55513996814e-07
39,2014,2,7.0,30,5. Buses and Coaches,0.000115067312436,3.18609636452e-06,2.44348439082e-06
40,2014,2,7.0,30,6. Rigid HGVs,8.94355835044e-05,2.82761175185e-06,2.11843075704e-06
41,2014,2,7.0,30,7. Articulated HGVs,0.000155437752255,4.42488590124e-06,3.56803275281e-06
42,2014,2,7.0,35,1. Motorcycles,1.39952180689e-06,2.16186379021e-07,1.43097196315e-07
43,2014,2,7.0,35,2. Petrol Cars,3.80436335945e-06,3.48583256482e-07,1.95931548319e-07
44,2014,2,7.0,35,3. Diesel Cars,8.17170166556e-06,7.78228297804e-07,6.04094338996e-07
45,2014,2,7.0,35,4. LGV,1.34727115437e-05,1.12442137379e-06,8.76692126894e-07
46,2014,2,7.0,35,5. Buses and Coaches,0.000105736100522,3.04077116198e-06,2.30542536883e-06
47,2014,2,7.0,35,6. Rigid HGVs,8.34698657854e-05,2.68311055152e-06,1.98115480998e-06
48,2014,2,7.0,35,7. Articulated HGVs,0.000143741403008,4.13942370869e-06,3.29684371536e-06
49,2014,2,7.0,40,1. Motorcycles,1.43137378927e-06,2.16186379021e-07,1.43097196315e-07
50,2014,2,7.0,40,2. Petrol Cars,3.4816371226e-06,3.48580471154e-07,1.95928919311e-07
51,2014,2,7.0,40,3. Diesel Cars,7.63499156164e-06,7.49766911667e-07,5.77056027851e-07
52,2014,2,7.0,40,4. LGV,1.27016855913e-05,1.06033212433e-06,8.1580742517e-07
53,2014,2,7.0,40,5. Buses and Coaches,9.86240120255e-05,2.9343902952e-06,2.20436345444e-06
54,2014,2,7.0,40,6. Rigid HGVs,7.90165722719e-05,2.57494002653e-06,1.87839270893e-06
55,2014,2,7.0,40,7. Articulated HGVs,0.000134436500957,3.91852654502e-06,3.08699122797e-06
56,2014,2,7.0,45,1. Motorcycles,1.50002938426e-06,2.16186379021e-07,1.43097196315e-07
57,2014,2,7.0,45,2. Petrol Cars,3.26503186443e-06,3.48578652165e-07,1.95927199798e-07
58,2014,2,7.0,45,3. Diesel Cars,7.23147104509e-06,7.26132725504e-07,5.54603559522e-07
59,2014,2,7.0,45,4. LGV,1.20683680507e-05,1.01512409856e-06,7.72859777953e-07
60,2014,2,7.0,45,5. Buses and Coaches,9.30250171223e-05,2.85478927253e-06,2.12874260797e-06
61,2014,2,7.0,45,6. Rigid HGVs,7.56222725613e-05,2.49961431109e-06,1.80683321105e-06
62,2014,2,7.0,45,7. Articulated HGVs,0.000126824670588,3.75697459276e-06,2.93351695291e-06
63,2014,2,7.0,50,1. Motorcycles,1.60318586495e-06,2.16186379021e-07,1.43097196315e-07
64,2014,2,7.0,50,2. Petrol Cars,3.13853752232e-06,3.4857723108e-07,1.95925835555e-07
65,2014,2,7.0,50,3. Diesel Cars,6.93365473126e-06,7.07325625626e-07,5.36736820322e-07
66,2014,2,7.0,50,4. LGV,1.15710508908e-05,9.88797296486e-07,7.47849298932e-07
67,2014,2,7.0,50,5. Buses and Coaches,8.85067784111e-05,2.79454025076e-06,2.07150606002e-06
68,2014,2,7.0,50,6. Rigid HGVs,7.30052415747e-05,2.45364753937e-06,1.76316495981e-06
69,2014,2,7.0,50,7. Articulated HGVs,0.000120461918414,3.64954848919e-06,2.83146209767e-06
70,2014,2,7.0,60,1. Motorcycles,1.90980631487e-06,2.16186379021e-07,1.43097196315e-07
71,2014,2,7.0,60,2. Petrol Cars,3.06815240947e-06,3.37710787335e-07,1.8560272963e-07
72,2014,2,7.0,60,3. Diesel Cars,6.58713952362e-06,6.84192286826e-07,5.14760131409e-07
73,2014,2,7.0,60,4. LGV,1.09800439532e-05,9.92496552499e-07,7.51363643303e-07
74,2014,2,7.0,60,5. Buses and Coaches,8.17202453618e-05,2.71449175671e-06,1.99546002477e-06
75,2014,2,7.0,60,6. Rigid HGVs,6.94232658134e-05,2.4358491828e-06,1.74625643012e-06
76,2014,2,7.0,60,7. Articulated HGVs,0.000110384367872,3.57619546776e-06,2.76177661362e-06
77,2014,2,7.0,70,1. Motorcycles,2.3517570753e-06,2.16186379021e-07,1.43097196315e-07
78,2014,2,7.0,70,2. Petrol Cars,3.1942536225e-06,3.37705813536e-07,1.85597997415e-07
79,2014,2,7.0,70,3. Diesel Cars,6.51005257168e-06,6.80366497363e-07,5.11125620051e-07
80,2014,2,7.0,70,4. LGV,1.09250149762e-05,1.07201105948e-06,8.2690240788e-07
81,2014,2,7.0,70,5. Buses and Coaches,7.6838194218e-05,2.67141035692e-06,1.95453276319e-06
82,2014,2,7.0,70,6. Rigid HGVs,6.73773611197e-05,2.49365916716e-06,1.80117581294e-06
83,2014,2,7.0,70,7. Articulated HGVs,0.000102724712633,3.65671075997e-06,2.83826625491e-06
84,2014,2,7.0,80,1. Motorcycles,2.93236166726e-06,2.16186379021e-07,1.43097196315e-07
85,2014,2,7.0,80,2. Petrol Cars,3.39028520102e-06,3.37700328146e-07,1.85592796242e-07
86,2014,2,7.0,80,3. Diesel Cars,6.67254198561e-06,6.9584797302e-07,5.25833058873e-07
87,2014,2,7.0,80,4. LGV,1.14028562166e-05,1.22705023387e-06,9.74189674707e-07
88,2014,2,7.0,80,5. Buses and Coaches,7.32155749574e-05,2.6538025395e-06,1.93780533664e-06
89,2014,2,7.0,80,6. Rigid HGVs,6.6407941631e-05,2.59919193013e-06,1.9014321424e-06
90,2014,2,7.0,80,7. Articulated HGVs,9.66830266407e-05,3.84933809983e-06,3.02126204588e-06
91,2014,2,7.0,90,1. Motorcycles,3.64590277968e-06,2.16186379021e-07,1.43097196315e-07
92,2014,2,7.0,90,2. Petrol Cars,3.58394936484e-06,3.38180882409e-07,1.8604931995e-07
93,2014,2,7.0,90,3. Diesel Cars,7.08411744199e-06,7.3063660011e-07,5.58882277346e-07
94,2014,2,7.0,90,4. LGV,1.24132266137e-05,1.45762680859e-06,1.19323726722e-06
95,2014,2,7.0,90,5. Buses and Coaches,7.12174223736e-05,2.64716959464e-06,1.9315039026e-06
96,2014,2,7.0,90,6. Rigid HGVs,6.62314923829e-05,2.67488576355e-06,1.97334111363e-06
97,2014,2,7.0,90,7. Articulated HGVs,9.3628957984e-05,4.00135741074e-06,3.1656804822e-06
98,2014,2,7.0,100,1. Motorcycles,4.4657572289e-06,2.16186379021e-07,1.43097196315e-07
99,2014,2,7.0,100,2. Petrol Cars,3.75787067242e-06,3.38189295235e-07,1.8605730645e-07
100,2014,2,7.0,100,3. Diesel Cars,7.7953300206e-06,7.8473232179e-07,6.10273161783e-07
101,2014,2,7.0,100,4. LGV,1.39591347761e-05,1.76371531779e-06,1.4840214817e-06
102,2014,2,7.0,100,5. Buses and Coaches,7.07445651642e-05,2.63600804828e-06,1.92090033124e-06
103,2014,2,7.0,100,6. Rigid HGVs,6.62314923829e-05,2.67488576355e-06,1.97334111363e-06
104,2014,2,7.0,100,7. Articulated HGVs,9.3628957984e-05,4.00135741074e-06,3.1656804822e-06
105,2014,2,7.0,110,1. Motorcycles,5.21176070833e-06,2.16186379021e-07,1.43097196315e-07
106,2014,2,7.0,110,2. Petrol Cars,3.91012872569e-06,3.38218370644e-07,1.86084918141e-07
107,2014,2,7.0,110,3. Diesel Cars,8.91771651368e-06,8.5813496753e-07,6.80005712184e-07
108,2014,2,7.0,110,4. LGV,1.60472591233e-05,2.14532860809e-06,1.84655402791e-06
109,2014,2,7.0,110,5. Buses and Coaches,7.05868296791e-05,2.63164429271e-06,1.91675485439e-06
110,2014,2,7.0,110,6. Rigid HGVs,6.62314923829e-05,2.67488576355e-06,1.97334111363e-06
111,2014,2,7.0,110,7. Articulated HGVs,9.3628957984e-05,4.00135741074e-06,3.1656804822e-06
112,2014,2,7.0,120,1. Motorcycles,6.08452910456e-06,2.16186379021e-07,1.43097196315e-07
113,2014,2,7.0,120,2. Petrol Cars,4.04183583669e-06,3.38281466838e-07,1.86144873737e-07
114,2014,2,7.0,120,3. Diesel Cars,1.0679488696e-05,9.50844594172e-07,7.68079871705e-07
115,2014,2,7.0,120,4. LGV,1.61679381563e-05,2.15086538446e-06,1.85181397683e-06
116,2014,2,7.0,120,5. Buses and Coaches,7.05868296791e-05,2.63164429271e-06,1.91675485439e-06
117,2014,2,7.0,120,6. Rigid HGVs,6.62314923829e-05,2.67488576355e-06,1.97334111363e-06
118,2014,2,7.0,120,7. Articulated HGVs,9.3628957984e-05,4.00135741074e-06,3.1656804822e-06
0,2014,3,7.0,5,1. Motorcycles,1.2770643707e-06,1.91632793189e-07,1.19771286222e-07
1,2014,3,7.0,5,2. Petrol Cars,1.32387049234e-06,3.33414476472e-07,1.81521230047e-07
2,2014,3,7.0,5,3. Diesel Cars,1.40649108289e-05,7.40837151625e-07,5.68572772863e-07
3,2014,3,7.0,5,4. LGV,1.62650503626e-05,1.34715230615e-06,1.08828658085e-06
4,2014,3,7.0,5,5. Buses and Coaches,0.000219826106331,5.3885514717e-06,4.53581697002e-06
5,2014,3,7.0,5,6. Rigid HGVs,0.000127451872686,4.78764832224e-06,3.9804658627e-06
6,2014,3,7.0,5,7. Articulated HGVs,0.000210027035791,7.31260342945e-06,6.31136435914e-06
7,2014,3,7.0,10,1. Motorcycles,1.07117784864e-06,1.91632793189e-07,1.19771286222e-07
8,2014,3,7.0,10,2. Petrol Cars,1.29593115616e-06,3.3338551475e-07,1.81493717832e-07
9,2014,3,7.0,10,3. Diesel Cars,1.40649108289e-05,7.40837151625e-07,5.68572772863e-07
10,2014,3,7.0,10,4. LGV,1.62649976119e-05,1.34715230615e-06,1.08828658085e-06
11,2014,3,7.0,10,5. Buses and Coaches,0.000219826106331,5.3885514717e-06,4.53581697002e-06
12,2014,3,7.0,10,6. Rigid HGVs,0.000127451872686,4.78764832224e-06,3.9804658627e-06
13,2014,3,7.0,10,7. Articulated HGVs,0.000210027035791,7.31260342945e-06,6.31136435914e-06
14,2014,3,7.0,15,1. Motorcycles,9.1923806167e-07,1.91632793189e-07,1.19771286222e-07
15,2014,3,7.0,15,2. Petrol Cars,1.26694885694e-06,3.3336405636e-07,1.81473325256e-07
16,2014,3,7.0,15,3. Diesel Cars,1.18164034575e-05,7.08389734427e-07,5.37747723683e-07
17,2014,3,7.0,15,4. LGV,1.49822299136e-05,1.2360171695e-06,9.82708229458e-07
18,2014,3,7.0,15,5. Buses and Coaches,0.000170320141478,4.64319600724e-06,3.82772896046e-06
19,2014,3,7.0,15,6. Rigid HGVs,0.00010994567856,4.21871027356e-06,3.43997453456e-06
20,2014,3,7.0,15,7. Articulated HGVs,0.000184832329978,6.35640617475e-06,5.40297696716e-06
21,2014,3,7.0,20,1. Motorcycles,8.15545035948e-07,1.91632793189e-07,1.19771286222e-07
22,2014,3,7.0,20,2. Petrol Cars,1.23037943922e-06,3.33348623371e-07,1.81458673865e-07
23,2014,3,7.0,20,3. Diesel Cars,1.04938881123e-05,6.79831771322e-07,5.1061766726e-07
24,2014,3,7.0,20,4. LGV,1.3861910702e-05,1.13818327918e-06,8.89765999545e-07
25,2014,3,7.0,20,5. Buses and Coaches,0.000133573892526,4.00739281758e-06,3.22371602124e-06
26,2014,3,7.0,20,6. Rigid HGVs,9.13913390832e-05,3.62959849554e-06,2.88031833406e-06
27,2014,3,7.0,20,7. Articulated HGVs,0.000157146292622,5.36832294529e-06,4.46429794465e-06
28,2014,3,7.0,25,1. Motorcycles,7.51640982344e-07,1.91632793189e-07,1.19771286222e-07
29,2014,3,7.0,25,2. Petrol Cars,1.16779028758e-06,3.3333796523e-07,1.81448555736e-07
30,2014,3,7.0,25,3. Diesel Cars,9.6347539511e-06,6.55160079077e-07,4.87179534048e-07
31,2014,3,7.0,25,4. LGV,1.28752408273e-05,1.05365063519e-06,8.09460004803e-07
32,2014,3,7.0,25,5. Buses and Coaches,0.000112006928248,3.60620333595e-06,2.8425859e-06
33,2014,3,7.0,25,6. Rigid HGVs,7.98221954028e-05,3.26240183313e-06,2.53148141383e-06
